store_id,trans_datetime,staff_id,payment_type,order_channel,loyalty_member_id,pos_receipt_id,time_range,month,enrolment_date,first_name,last_name,email,date_of_birth,gender,primary_store_id,consent_marketing
4,2024-03-22 04:19:00,5010,Mobile Wallet,In-Store,3003.0,90721,00:00-06:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-01-16 18:38:00,5005,Cash,Click-and-Collect,3001.0,90020,18:00-24:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-02-06 15:07:00,5006,Voucher,Click-and-Collect,3005.0,90415,12:00-18:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-03-21 02:39:00,5004,Mobile Wallet,In-Store,3004.0,90091,00:00-06:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-01-10 10:41:00,5004,Card,In-Store,3004.0,90523,06:00-12:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-01-16 18:51:00,5007,Mobile Wallet,In-Store,3002.0,90106,18:00-24:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-01-01 11:09:00,5009,Mobile Wallet,Click-and-Collect,3002.0,90182,06:00-12:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-01-02 07:04:00,5007,Voucher,Click-and-Collect,3005.0,90659,06:00-12:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
4,2024-03-28 01:02:00,5008,Voucher,In-Store,3003.0,90451,00:00-06:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-03-26 18:51:00,5007,Card,Click-and-Collect,3004.0,90606,18:00-24:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-03-23 00:43:00,5001,Voucher,In-Store,3002.0,90463,00:00-06:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-01-21 04:23:00,5006,Mobile Wallet,In-Store,3005.0,90661,00:00-06:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-02-18 18:55:00,5009,Voucher,In-Store,3005.0,90595,18:00-24:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
3,2024-01-27 03:36:00,5007,Card,In-Store,3001.0,90620,00:00-06:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-02-02 12:51:00,5005,Card,In-Store,3001.0,90831,12:00-18:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
5,2024-02-18 11:28:00,5010,Voucher,In-Store,3003.0,90662,06:00-12:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
3,2024-01-26 20:19:00,5006,Voucher,Click-and-Collect,3003.0,90537,18:00-24:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-02-20 19:38:00,5004,Voucher,Click-and-Collect,3004.0,90419,18:00-24:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-01-02 18:14:00,5005,Voucher,Click-and-Collect,3001.0,90068,18:00-24:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-02-14 11:26:00,5010,Card,Click-and-Collect,3003.0,90898,06:00-12:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
3,2024-02-18 10:49:00,5008,Card,Click-and-Collect,3005.0,90186,06:00-12:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-01-11 17:21:00,5003,Voucher,Click-and-Collect,3003.0,90374,12:00-18:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
3,2024-03-28 11:34:00,5002,Cash,Click-and-Collect,3002.0,90240,06:00-12:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
1,2024-02-09 19:20:00,5007,Card,Click-and-Collect,3003.0,90377,18:00-24:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-02-16 21:20:00,5001,Cash,In-Store,3003.0,90515,18:00-24:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-01-05 05:08:00,5009,Cash,In-Store,3004.0,90142,00:00-06:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-03-25 08:00:00,5009,Card,Click-and-Collect,3002.0,90094,06:00-12:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-01-15 01:07:00,5009,Voucher,Click-and-Collect,3001.0,90084,00:00-06:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-03-11 00:23:00,5004,Card,Click-and-Collect,3001.0,90778,00:00-06:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-02-06 11:33:00,5009,Voucher,Click-and-Collect,3005.0,90020,06:00-12:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-03-30 12:02:00,5003,Voucher,Click-and-Collect,3004.0,90795,12:00-18:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-01-30 17:53:00,5003,Mobile Wallet,In-Store,3001.0,90549,12:00-18:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-01-29 20:33:00,5010,Card,Click-and-Collect,3001.0,90681,18:00-24:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-01-17 18:29:00,5007,Voucher,Click-and-Collect,3005.0,90977,18:00-24:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
4,2024-01-31 14:08:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90808,12:00-18:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-01-19 10:23:00,5004,Mobile Wallet,Click-and-Collect,3001.0,90753,06:00-12:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-02-13 11:13:00,5008,Mobile Wallet,In-Store,3001.0,90347,06:00-12:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-02-11 05:34:00,5005,Card,Click-and-Collect,3003.0,90647,00:00-06:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-01-30 16:39:00,5005,Cash,In-Store,3003.0,90301,12:00-18:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
5,2024-03-23 20:16:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90956,18:00-24:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-02-25 11:38:00,5007,Voucher,Click-and-Collect,3004.0,90038,06:00-12:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-01-25 18:04:00,5001,Card,In-Store,3004.0,90917,18:00-24:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-02-29 06:49:00,5002,Mobile Wallet,Click-and-Collect,3002.0,90745,06:00-12:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-02-08 07:46:00,5008,Mobile Wallet,In-Store,3001.0,90458,06:00-12:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-03-12 02:43:00,5005,Card,In-Store,3005.0,90655,00:00-06:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-02-08 07:49:00,5006,Mobile Wallet,Click-and-Collect,3003.0,90526,06:00-12:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-03-11 14:57:00,5003,Mobile Wallet,Click-and-Collect,3004.0,90695,12:00-18:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-03-30 08:03:00,5008,Mobile Wallet,Click-and-Collect,3005.0,90798,06:00-12:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-03-02 12:41:00,5003,Voucher,In-Store,3003.0,90782,12:00-18:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-02-28 12:56:00,5002,Cash,In-Store,3004.0,90666,12:00-18:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-03-06 03:30:00,5003,Card,In-Store,3001.0,90512,00:00-06:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
5,2024-01-02 09:08:00,5009,Cash,In-Store,3002.0,90794,06:00-12:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-02-05 20:47:00,5004,Cash,Click-and-Collect,3003.0,90205,18:00-24:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-03-17 17:07:00,5002,Voucher,Click-and-Collect,3004.0,90921,12:00-18:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-01-31 14:06:00,5001,Card,In-Store,3005.0,90813,12:00-18:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-03-03 19:25:00,5009,Mobile Wallet,Click-and-Collect,3001.0,90823,18:00-24:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-03-17 19:39:00,5001,Voucher,In-Store,3003.0,90076,18:00-24:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-03-29 08:17:00,5001,Voucher,Click-and-Collect,3003.0,90697,06:00-12:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
3,2024-02-17 12:51:00,5007,Cash,In-Store,3001.0,90971,12:00-18:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-03-07 23:15:00,5006,Card,Click-and-Collect,3005.0,90651,18:00-24:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-03-18 00:56:00,5005,Mobile Wallet,In-Store,3005.0,90547,00:00-06:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-02-26 03:47:00,5009,Mobile Wallet,Click-and-Collect,3001.0,90675,00:00-06:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-03-07 22:50:00,5001,Voucher,In-Store,3005.0,90655,18:00-24:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-01-08 19:04:00,5008,Card,Click-and-Collect,3003.0,90986,18:00-24:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-01-09 21:07:00,5008,Voucher,In-Store,3002.0,90901,18:00-24:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-01-18 07:44:00,5005,Mobile Wallet,Click-and-Collect,3002.0,90469,06:00-12:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-01-07 18:14:00,5008,Mobile Wallet,In-Store,3003.0,90783,18:00-24:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-03-05 18:17:00,5009,Voucher,Click-and-Collect,3005.0,90576,18:00-24:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-03-22 04:13:00,5008,Mobile Wallet,Click-and-Collect,3002.0,90517,00:00-06:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-01-31 08:36:00,5002,Mobile Wallet,In-Store,3001.0,90999,06:00-12:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-01-03 04:00:00,5005,Cash,In-Store,3002.0,90962,00:00-06:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
1,2024-02-27 14:18:00,5008,Mobile Wallet,In-Store,3002.0,90532,12:00-18:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-03-25 04:43:00,5008,Cash,In-Store,3002.0,90954,00:00-06:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
1,2024-01-22 05:47:00,5006,Cash,In-Store,3005.0,90345,00:00-06:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-03-18 23:38:00,5004,Mobile Wallet,In-Store,3005.0,90836,18:00-24:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-02-12 03:58:00,5007,Cash,In-Store,3005.0,90592,00:00-06:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-01-11 09:44:00,5010,Cash,Click-and-Collect,3002.0,90645,06:00-12:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
1,2024-01-13 18:20:00,5007,Voucher,Click-and-Collect,3003.0,90587,18:00-24:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
3,2024-02-09 14:01:00,5006,Voucher,Click-and-Collect,3004.0,90429,12:00-18:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-03-02 01:19:00,5005,Mobile Wallet,Click-and-Collect,3003.0,90386,00:00-06:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-01-23 09:17:00,5007,Card,In-Store,3004.0,90363,06:00-12:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-02-13 01:36:00,5002,Mobile Wallet,In-Store,3004.0,90957,00:00-06:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-02-17 21:04:00,5004,Card,In-Store,3004.0,90839,18:00-24:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-02-02 05:06:00,5006,Card,Click-and-Collect,3005.0,90112,00:00-06:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
3,2024-02-27 10:17:00,5006,Cash,Click-and-Collect,3001.0,90054,06:00-12:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
3,2024-02-22 14:01:00,5010,Cash,In-Store,3005.0,90698,12:00-18:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-01-11 16:21:00,5007,Voucher,Click-and-Collect,3003.0,90669,12:00-18:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-02-28 18:04:00,5010,Cash,Click-and-Collect,3001.0,90329,18:00-24:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-01-03 15:42:00,5008,Card,Click-and-Collect,3003.0,90904,12:00-18:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-03-14 02:35:00,5004,Mobile Wallet,In-Store,3001.0,90010,00:00-06:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
5,2024-01-30 05:14:00,5002,Card,Click-and-Collect,3005.0,90466,00:00-06:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
3,2024-01-06 11:06:00,5009,Mobile Wallet,In-Store,3003.0,90810,06:00-12:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-02-03 19:21:00,5007,Cash,Click-and-Collect,3003.0,90528,18:00-24:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-01-06 17:16:00,5006,Cash,In-Store,3004.0,90144,12:00-18:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-03-26 17:50:00,5007,Card,Click-and-Collect,3001.0,90597,12:00-18:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-01-21 02:56:00,5009,Cash,In-Store,3005.0,90064,00:00-06:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
3,2024-02-10 10:45:00,5003,Mobile Wallet,Click-and-Collect,3005.0,90703,06:00-12:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-03-01 05:36:00,5010,Mobile Wallet,In-Store,3001.0,90630,00:00-06:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-03-19 19:26:00,5002,Cash,Click-and-Collect,3002.0,90466,18:00-24:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-01-03 12:08:00,5009,Mobile Wallet,Click-and-Collect,3004.0,90822,12:00-18:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-03-06 17:48:00,5001,Cash,In-Store,3004.0,90849,12:00-18:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-01-12 20:25:00,5006,Cash,In-Store,3002.0,90336,18:00-24:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-03-20 23:21:00,5005,Card,In-Store,3004.0,90501,18:00-24:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-03-29 07:16:00,5002,Mobile Wallet,In-Store,3003.0,90526,06:00-12:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
5,2024-03-11 18:03:00,5007,Card,In-Store,3005.0,90062,18:00-24:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-03-13 03:15:00,5009,Card,Click-and-Collect,3003.0,90294,00:00-06:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-03-21 17:31:00,5004,Cash,In-Store,3003.0,90913,12:00-18:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-03-13 02:35:00,5010,Mobile Wallet,Click-and-Collect,3002.0,90083,00:00-06:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-01-11 22:33:00,5006,Voucher,In-Store,3004.0,90183,18:00-24:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-03-22 10:28:00,5006,Cash,In-Store,3002.0,90775,06:00-12:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
1,2024-02-18 04:02:00,5002,Voucher,In-Store,3003.0,90283,00:00-06:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-02-19 12:42:00,5008,Card,Click-and-Collect,3001.0,90785,12:00-18:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-02-10 22:19:00,5004,Card,Click-and-Collect,3001.0,90609,18:00-24:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
3,2024-02-21 02:03:00,5002,Cash,In-Store,3003.0,90759,00:00-06:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
5,2024-03-06 01:56:00,5008,Cash,Click-and-Collect,3004.0,90144,00:00-06:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-01-13 03:15:00,5006,Cash,Click-and-Collect,3005.0,90613,00:00-06:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-02-23 10:21:00,5003,Card,In-Store,3002.0,90227,06:00-12:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-01-19 14:10:00,5003,Card,In-Store,3001.0,90570,12:00-18:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-02-10 17:34:00,5009,Card,Click-and-Collect,3004.0,90327,12:00-18:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-02-26 01:37:00,5004,Voucher,In-Store,3001.0,90189,00:00-06:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-01-03 17:19:00,5006,Mobile Wallet,Click-and-Collect,3003.0,90879,12:00-18:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-01-15 11:13:00,5007,Card,Click-and-Collect,3004.0,90423,06:00-12:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-03-10 09:59:00,5010,Card,In-Store,3004.0,90868,06:00-12:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-03-20 02:55:00,5004,Mobile Wallet,Click-and-Collect,3005.0,90742,00:00-06:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-01-30 13:26:00,5008,Card,In-Store,3001.0,90980,12:00-18:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-02-21 21:15:00,5002,Voucher,Click-and-Collect,3002.0,90765,18:00-24:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-03-09 00:27:00,5010,Mobile Wallet,Click-and-Collect,3001.0,90904,00:00-06:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-03-02 06:17:00,5008,Voucher,In-Store,3002.0,90937,06:00-12:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-03-28 07:02:00,5007,Card,In-Store,3005.0,90885,06:00-12:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-01-12 03:09:00,5005,Voucher,In-Store,3003.0,90564,00:00-06:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-02-13 01:05:00,5009,Card,In-Store,3005.0,90472,00:00-06:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
4,2024-03-09 17:09:00,5006,Voucher,In-Store,3004.0,90783,12:00-18:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-03-19 10:08:00,5005,Voucher,Click-and-Collect,3001.0,90545,06:00-12:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-02-11 04:11:00,5009,Voucher,Click-and-Collect,3005.0,90579,00:00-06:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-02-16 16:01:00,5002,Card,Click-and-Collect,3004.0,90096,12:00-18:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-03-27 19:23:00,5001,Mobile Wallet,In-Store,3005.0,90653,18:00-24:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-01-10 10:22:00,5008,Mobile Wallet,Click-and-Collect,3001.0,90217,06:00-12:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-01-28 16:10:00,5005,Voucher,In-Store,3001.0,90921,12:00-18:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
5,2024-03-02 21:56:00,5003,Card,In-Store,3004.0,90985,18:00-24:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-02-03 00:19:00,5005,Voucher,In-Store,3004.0,90307,00:00-06:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-01-11 03:05:00,5004,Voucher,In-Store,3003.0,90764,00:00-06:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
5,2024-01-02 23:01:00,5004,Card,Click-and-Collect,3001.0,90031,18:00-24:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-01-11 12:29:00,5005,Cash,In-Store,3005.0,90234,12:00-18:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
3,2024-02-19 09:02:00,5009,Mobile Wallet,In-Store,3003.0,90791,06:00-12:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
5,2024-03-25 03:25:00,5009,Mobile Wallet,In-Store,3004.0,90275,00:00-06:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-01-26 13:39:00,5001,Voucher,Click-and-Collect,3002.0,90325,12:00-18:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
