loyalty_member_id,enrolment_date,first_name,last_name,email,date_of_birth,gender,primary_store_id,consent_marketing
3288,30/04/2022,James,Evans,james.evans@yahoo.com,17/01/2006,Prefer not to say,3,TRUE
3289,21/03/2022,Grace,Evans,grace.evans@outlook.com,14/12/1961,Other,1,TRUE
3290,06/12/2021,Leo,Rossi,leo.rossi@gmail.com,04/01/1998,M,3,TRUE
3291,17/04/2022,Elena,King,elena.king@gmail.com,03/10/1985,F,1,FALSE
3292,08/02/2022,Lucas,Baker,lucas.baker@example.com,12/11/1993,M,3,TRUE
3293,19/12/2022,Lucas,Smith,lucas.smith8803@yahoo.com,06/04/1995,F,3,TRUE
3294,11/10/2023,Sarah,Patel,sarah.patel@outlook.com,15/07/2001,Prefer not to say,3,FALSE
3295,13/11/2020,Liam,Brown,liam.brown@example.com,20/01/1991,Other,1,TRUE
3296,17/05/2020,James,Turner,james.turner3944@gmail.com,27/06/1978,M,3,TRUE
3297,25/02/2024,Noah,Young,noah.young@gmail.com,15/12/1981,M,2,FALSE
3298,28/10/2022,Liam,Hill,liam.hill925@yahoo.com,27/07/1972,Other,1,FALSE
3299,10/09/2021,Leo,Young,leo.young@outlook.com,02/04/1981,F,3,TRUE
3300,14/02/2023,Mia,Clark,mia.clark@outlook.com,20/06/1965,F,3,FALSE
3301,10/08/2023,Grace,King,grace.king@gmail.com,24/11/1990,Prefer not to say,3,FALSE
3302,09/02/2022,Mia,Turner,mia.turner@yahoo.com,26/11/1986,F,3,FALSE
3303,08/07/2024,Liam,Brown,liam.brown@outlook.com,13/12/1972,Prefer not to say,1,FALSE
3304,12/05/2021,Mia,Hill,mia.hill@yahoo.com,05/11/1994,Other,1,FALSE
3305,23/01/2024,Elena,Evans,elena.evans1515@outlook.com,20/01/2008,F,1,FALSE
3306,05/07/2024,Isabella,Young,isabella.young1193@gmail.com,17/11/1976,F,2,TRUE
3307,24/01/2021,Emma,Clark,emma.clark@gmail.com,01/01/1979,M,3,FALSE
3308,05/05/2021,Liam,Young,liam.young@yahoo.com,01/08/1995,Other,2,FALSE
3309,19/06/2021,Noah,Hill,noah.hill@outlook.com,02/09/1987,Other,3,FALSE
3310,20/02/2021,Noah,Smith,noah.smith@example.com,23/09/1988,Other,2,FALSE
3311,03/02/2020,James,Scott,james.scott@yahoo.com,02/02/1973,Other,3,FALSE
3312,16/04/2021,Oliver,Lopez,oliver.lopez@yahoo.com,05/08/1989,Prefer not to say,3,TRUE
3313,12/04/2024,Ava,Hill,ava.hill@outlook.com,01/02/1983,Prefer not to say,3,FALSE
3314,13/10/2020,Noah,Green,noah.green@outlook.com,09/03/1975,Prefer not to say,1,TRUE
3315,24/04/2022,Ethan,Wilson,ethan.wilson795@gmail.com,28/07/1960,F,3,TRUE
3316,22/07/2022,Elena,Lopez,elena.lopez3584@gmail.com,15/05/2005,Other,1,FALSE
3317,03/02/2023,Ava,Patel,ava.patel@gmail.com,30/09/2007,Prefer not to say,1,TRUE
3318,25/10/2022,Ethan,Taylor,ethan.taylor@outlook.com,15/07/1961,Prefer not to say,1,TRUE
3319,28/01/2021,Daniel,Wright,daniel.wright@yahoo.com,14/08/1981,Other,2,FALSE
3320,03/03/2023,Isabella,Rossi,isabella.rossi6653@outlook.com,06/03/2001,F,3,TRUE
3321,10/04/2022,Oliver,Rossi,oliver.rossi@gmail.com,21/05/1968,Prefer not to say,2,FALSE
3322,20/10/2022,James,Patel,james.patel@yahoo.com,02/06/1967,Prefer not to say,3,FALSE
3323,08/03/2021,Leo,Smith,leo.smith@gmail.com,11/08/1980,Prefer not to say,2,TRUE
3324,07/10/2024,Elena,Taylor,elena.taylor@gmail.com,03/02/1976,Other,1,TRUE
3325,04/09/2021,Leo,Lopez,leo.lopez@example.com,26/11/1966,F,3,TRUE
3326,27/03/2024,Leo,Baker,leo.baker@outlook.com,08/06/1994,F,3,TRUE
3327,14/06/2022,Ethan,Adams,ethan.adams@gmail.com,05/10/1968,F,1,FALSE
3328,01/03/2020,Chloe,Young,chloe.young@example.com,12/04/1989,Other,2,FALSE
3329,15/01/2021,Liam,Adams,liam.adams@example.com,28/09/1998,Prefer not to say,1,FALSE
3330,11/11/2020,Liam,Rossi,liam.rossi@gmail.com,15/01/1984,Prefer not to say,3,TRUE
3331,06/07/2020,Isabella,Hall,isabella.hall@outlook.com,23/07/1969,M,2,FALSE
3332,27/06/2020,Lucas,Taylor,lucas.taylor@gmail.com,20/11/1971,F,2,FALSE
3333,23/02/2020,Grace,Hill,grace.hill@example.com,07/04/1969,M,2,TRUE
3334,26/01/2020,Chloe,Young,chloe.young@outlook.com,24/07/1994,Other,2,FALSE
3335,13/12/2020,Elena,Hill,elena.hill9371@yahoo.com,01/10/2006,Prefer not to say,1,TRUE
3336,09/05/2020,Sofia,Clark,sofia.clark8080@outlook.com,02/02/1973,F,2,FALSE
3337,09/01/2022,Mia,Clark,mia.clark@example.com,25/11/1966,Other,1,FALSE
3338,07/08/2020,Chloe,Young,chloe.young@yahoo.com,28/01/2001,F,2,TRUE
3339,20/06/2022,Isabella,Hall,isabella.hall@example.com,25/07/1989,Other,2,TRUE
3340,05/10/2021,Oliver,Hall,oliver.hall@yahoo.com,22/12/2002,F,2,FALSE
3341,09/02/2022,Oliver,King,oliver.king@yahoo.com,27/03/1989,Other,2,FALSE
3342,22/01/2023,Daniel,Scott,daniel.scott@yahoo.com,17/02/2013,F,3,TRUE
3343,29/08/2024,Noah,Khan,noah.khan@example.com,19/02/1986,M,2,FALSE
3344,10/09/2023,Maria,Clark,maria.clark@yahoo.com,01/09/1982,F,3,FALSE
3345,08/09/2022,Isabella,Rossi,isabella.rossi@example.com,23/08/2013,Prefer not to say,3,FALSE
3346,01/05/2023,Grace,Wilson,grace.wilson@outlook.com,02/03/2008,M,1,TRUE
3347,19/10/2023,Lucas,Green,lucas.green9228@gmail.com,13/11/2017,Prefer not to say,2,FALSE
3348,30/03/2021,Daniel,Patel,daniel.patel@gmail.com,19/03/1983,F,2,FALSE
3349,15/09/2022,Isabella,Evans,isabella.evans5652@yahoo.com,15/03/1962,M,2,FALSE
3350,30/09/2021,Elena,Smith,elena.smith@yahoo.com,02/04/1991,Other,2,TRUE
3351,18/07/2020,Ethan,King,ethan.king@outlook.com,19/09/2002,Prefer not to say,3,FALSE
3352,17/07/2024,Emma,Rossi,emma.rossi@outlook.com,04/01/1964,M,1,FALSE
3353,23/12/2020,Daniel,Green,daniel.green@yahoo.com,17/04/2006,F,2,FALSE
3354,12/01/2021,Noah,Brown,noah.brown@example.com,30/06/2016,F,3,FALSE
3355,27/04/2023,Isabella,Patel,isabella.patel@yahoo.com,01/05/2000,Prefer not to say,2,TRUE
3356,27/07/2020,Aisha,Khan,aisha.khan1026@outlook.com,18/10/2011,F,2,FALSE
3357,05/10/2023,Aisha,Evans,aisha.evans@gmail.com,15/07/1983,Prefer not to say,3,FALSE
3358,21/08/2020,Chloe,Baker,chloe.baker@example.com,29/08/2012,Other,2,FALSE
3359,08/10/2023,Chloe,Green,chloe.green9670@outlook.com,09/08/1967,F,2,TRUE
3360,21/11/2023,Liam,Clark,liam.clark3000@gmail.com,28/06/1993,F,3,FALSE
3361,24/02/2022,Mia,Young,mia.young@yahoo.com,27/07/2011,Prefer not to say,1,FALSE
3362,14/08/2021,Grace,Green,grace.green@yahoo.com,05/12/2003,F,1,FALSE
3363,19/09/2022,Noah,Young,noah.young5883@gmail.com,10/11/1960,F,1,FALSE
3364,03/11/2023,Grace,Wright,grace.wright@example.com,14/09/1996,Prefer not to say,2,FALSE
3365,04/03/2020,Ava,Green,ava.green@gmail.com,21/09/2010,F,2,TRUE
3366,17/05/2024,Sofia,Brown,sofia.brown@outlook.com,02/02/1975,Prefer not to say,3,FALSE
3367,21/08/2020,Grace,Wright,grace.wright@gmail.com,19/05/2011,Other,3,FALSE
3368,20/05/2022,Grace,Wilson,grace.wilson8952@example.com,10/08/1979,M,3,TRUE
3369,14/12/2021,Oliver,Wilson,oliver.wilson@example.com,30/07/1983,M,2,TRUE
3370,26/05/2022,Liam,Khan,liam.khan9999@outlook.com,07/10/2016,F,3,TRUE
3371,19/12/2021,Aisha,Khan,aisha.khan@gmail.com,22/02/2011,Other,3,TRUE
3372,01/07/2021,Emma,Clark,emma.clark@outlook.com,20/05/2011,M,1,FALSE
3373,26/05/2021,James,Taylor,james.taylor@yahoo.com,27/11/1971,F,3,FALSE
3374,28/03/2023,Liam,Baker,liam.baker@example.com,02/10/1972,Other,3,FALSE
3375,15/06/2024,Isabella,Evans,isabella.evans@gmail.com,04/11/2016,M,2,FALSE
3376,06/04/2023,Lucas,Evans,lucas.evans@example.com,12/05/1989,M,3,TRUE
3377,25/03/2022,Noah,Adams,noah.adams@gmail.com,12/12/2007,F,2,TRUE
3378,22/11/2021,Ava,Taylor,ava.taylor@outlook.com,10/06/1985,F,3,FALSE
3379,24/05/2024,Emma,Wilson,emma.wilson1632@gmail.com,05/03/2016,Prefer not to say,1,TRUE
3380,18/02/2021,Tom,Evans,tom.evans12@example.com,19/05/1998,F,3,FALSE
3381,08/01/2022,Tom,Taylor,tom.taylor@gmail.com,22/09/2018,Other,1,FALSE
3382,29/05/2022,Tom,Wilson,tom.wilson5006@example.com,02/01/1981,M,3,TRUE
3383,30/04/2023,Sarah,Khan,sarah.khan1277@example.com,27/11/1971,F,3,FALSE
3384,22/11/2023,Sarah,Patel,sarah.patel1976@outlook.com,20/11/1997,F,2,TRUE
3385,30/07/2020,Liam,Baker,liam.baker@gmail.com,10/03/1969,Other,2,FALSE
3386,18/10/2023,Maria,Baker,maria.baker@yahoo.com,23/07/2017,F,1,TRUE
3387,19/01/2024,Chloe,Green,chloe.green@example.com,04/07/1991,F,3,TRUE
3388,26/06/2020,Mia,Young,mia.young@example.com,28/06/1979,M,1,TRUE
3389,08/06/2024,Leo,Baker,leo.baker7036@outlook.com,19/03/1988,F,1,FALSE
3390,28/11/2024,Elena,Brown,elena.brown440@outlook.com,25/01/2019,Other,1,TRUE
3391,10/10/2022,Isabella,Clark,isabella.clark@gmail.com,21/06/1981,Prefer not to say,1,TRUE
3392,25/12/2024,Ava,Young,ava.young@gmail.com,24/05/2007,M,2,FALSE
3393,23/01/2023,Maria,Baker,maria.baker@example.com,12/10/1992,F,2,TRUE
3394,20/06/2021,Sarah,Scott,sarah.scott@gmail.com,27/03/1961,F,1,TRUE
3395,30/12/2023,Isabella,Wright,isabella.wright@outlook.com,23/05/2016,Prefer not to say,2,FALSE
3396,26/09/2021,Elena,Hill,elena.hill4547@yahoo.com,02/07/1967,M,3,TRUE
3397,23/07/2023,Maria,Hill,maria.hill6402@outlook.com,11/08/2012,M,2,FALSE
3398,08/06/2022,Liam,Wilson,liam.wilson@yahoo.com,26/09/1967,M,2,TRUE
3399,20/12/2023,Oliver,Green,oliver.green@gmail.com,19/02/1961,F,3,TRUE
3400,25/11/2022,Tom,King,tom.king@outlook.com,02/12/2006,Other,1,FALSE
3401,17/11/2021,Maria,Taylor,maria.taylor@gmail.com,19/08/1962,Prefer not to say,2,TRUE
3402,21/07/2022,Sofia,Scott,sofia.scott@gmail.com,05/07/2004,Other,1,FALSE
3403,06/06/2021,Leo,Green,leo.green@outlook.com,10/02/1974,M,3,TRUE
3404,24/10/2024,Liam,Wright,liam.wright@gmail.com,14/12/1963,M,1,TRUE
3405,01/01/2021,Ava,Adams,ava.adams@example.com,18/06/1973,M,3,FALSE
3406,09/07/2021,Liam,Hall,liam.hall6820@yahoo.com,13/09/1988,M,3,FALSE
3407,05/07/2024,Daniel,Wright,daniel.wright2939@gmail.com,09/01/1980,M,2,TRUE
3408,25/06/2020,Noah,Clark,noah.clark@outlook.com,12/05/1989,Prefer not to say,1,FALSE
3409,11/05/2021,Aisha,Clark,aisha.clark@outlook.com,13/11/2015,Prefer not to say,2,FALSE
3410,14/01/2020,Aisha,Hill,aisha.hill@yahoo.com,04/07/1973,Prefer not to say,1,TRUE
3411,03/01/2020,Grace,Adams,grace.adams@gmail.com,20/01/1990,Prefer not to say,3,FALSE
3412,04/10/2022,Daniel,Khan,daniel.khan@yahoo.com,30/08/1997,M,1,FALSE
3413,06/12/2023,Elena,Wilson,elena.wilson8516@yahoo.com,21/01/1997,Other,2,TRUE
3414,06/08/2024,Leo,Smith,leo.smith@yahoo.com,02/03/2017,Prefer not to say,1,TRUE
3415,18/06/2021,Mia,Lopez,mia.lopez@yahoo.com,02/03/1986,Other,2,FALSE
3416,01/06/2020,Emma,Evans,emma.evans@outlook.com,15/12/1980,F,1,TRUE
3417,12/08/2022,Maria,Smith,maria.smith@yahoo.com,01/05/2000,Other,2,TRUE
3418,23/09/2021,Grace,Adams,grace.adams@yahoo.com,17/07/2000,Prefer not to say,2,TRUE
3419,23/03/2020,Elena,Green,elena.green@outlook.com,15/02/2014,F,2,TRUE
3420,10/04/2020,Elena,Brown,elena.brown6493@outlook.com,24/01/2006,Other,2,TRUE
3421,12/03/2024,Sarah,Baker,sarah.baker@example.com,16/11/2009,F,1,FALSE
3422,06/05/2020,Daniel,Lopez,daniel.lopez@gmail.com,26/01/1961,F,1,TRUE
3423,14/06/2021,Isabella,Adams,isabella.adams9541@gmail.com,31/07/2012,M,1,TRUE
3424,01/10/2024,Aisha,Evans,aisha.evans@yahoo.com,01/04/1968,Other,1,TRUE
3425,06/06/2022,Noah,Wilson,noah.wilson@yahoo.com,27/06/2011,Prefer not to say,2,TRUE
3426,15/03/2021,Isabella,Turner,isabella.turner@yahoo.com,03/10/1991,F,2,FALSE
3427,22/06/2023,Noah,Lopez,noah.lopez@gmail.com,04/02/2015,F,3,FALSE
3428,28/06/2020,Ava,Turner,ava.turner@example.com,21/06/1965,Other,2,TRUE
3429,30/06/2024,Mia,Khan,mia.khan@yahoo.com,02/08/2016,M,2,FALSE
3430,04/03/2023,Ava,Hill,ava.hill@example.com,12/11/1990,Other,2,FALSE
3431,24/03/2021,Tom,Patel,tom.patel@outlook.com,27/07/2013,M,2,TRUE
3432,21/04/2021,Ava,Wright,ava.wright@outlook.com,23/05/2012,F,1,TRUE
3433,25/03/2023,Liam,Taylor,liam.taylor@gmail.com,07/09/1979,Prefer not to say,2,TRUE
3434,26/04/2023,Tom,Brown,tom.brown@outlook.com,09/03/1992,M,3,FALSE
3435,20/01/2021,Leo,Scott,leo.scott@yahoo.com,08/07/2010,Prefer not to say,3,FALSE
3436,25/04/2020,Tom,King,tom.king@gmail.com,05/02/1968,F,3,TRUE
3437,10/11/2021,Sarah,Wright,sarah.wright@example.com,23/01/1960,F,1,FALSE
3438,29/10/2020,Tom,Hall,tom.hall@gmail.com,19/12/1961,F,1,FALSE
3439,25/07/2020,Elena,Adams,elena.adams@example.com,28/07/2012,Other,2,FALSE
3440,24/09/2022,Maria,Green,maria.green@example.com,08/05/2017,Other,1,FALSE
3441,20/09/2021,Liam,Scott,liam.scott@yahoo.com,11/12/1993,Other,1,TRUE
3442,07/03/2020,Sarah,Scott,sarah.scott@example.com,29/11/2010,F,3,FALSE
3443,15/10/2020,Chloe,Brown,chloe.brown@gmail.com,06/07/2004,Other,3,TRUE
3444,26/07/2023,Liam,Adams,liam.adams@outlook.com,23/01/1975,M,3,FALSE
3445,26/05/2021,Noah,Patel,noah.patel@outlook.com,23/10/1978,M,2,FALSE
3446,09/02/2024,Daniel,Patel,daniel.patel6324@gmail.com,25/04/1999,Prefer not to say,1,FALSE
3447,07/02/2022,Ava,Baker,ava.baker@outlook.com,26/12/2008,M,2,TRUE
3448,26/08/2021,Tom,Evans,tom.evans@gmail.com,30/12/1962,M,2,FALSE
3449,23/12/2024,Daniel,Rossi,daniel.rossi@outlook.com,06/04/1975,Prefer not to say,1,TRUE
3450,10/06/2023,Grace,Rossi,grace.rossi@outlook.com,17/04/2013,Prefer not to say,3,TRUE
3451,19/04/2020,Mia,Green,mia.green@example.com,03/02/1974,M,2,TRUE
3452,01/05/2021,Aisha,Turner,aisha.turner4613@outlook.com,06/09/1986,M,1,FALSE
3453,21/04/2020,Leo,Hill,leo.hill@example.com,11/10/1973,Other,1,FALSE
3454,22/02/2020,Elena,Clark,elena.clark3272@example.com,13/09/1968,F,1,FALSE
3455,22/08/2022,Elena,King,elena.king5053@gmail.com,29/08/1995,Prefer not to say,3,FALSE
3456,29/01/2022,Elena,Hill,elena.hill@example.com,02/08/1976,Prefer not to say,2,TRUE
3457,10/08/2022,Noah,Wilson,noah.wilson@outlook.com,14/06/1999,Other,1,FALSE
3458,30/09/2023,Leo,Wilson,leo.wilson1585@yahoo.com,09/09/1967,Other,3,FALSE
3459,03/08/2024,Leo,Brown,leo.brown@gmail.com,23/09/1994,Prefer not to say,3,FALSE
3460,10/06/2020,Leo,Brown,leo.brown@example.com,23/10/1986,Prefer not to say,3,TRUE
3461,30/03/2024,Ethan,Scott,ethan.scott@yahoo.com,16/10/1970,Prefer not to say,1,TRUE
3462,17/05/2022,Aisha,Khan,aisha.khan@yahoo.com,30/10/1963,M,3,FALSE
3463,29/01/2024,Aisha,Lopez,aisha.lopez@outlook.com,07/09/1988,M,1,FALSE
3464,30/11/2022,Grace,Baker,grace.baker@outlook.com,11/10/1984,Prefer not to say,1,FALSE
3465,19/04/2023,Daniel,Turner,daniel.turner2429@yahoo.com,31/10/2010,M,1,TRUE
3466,24/06/2021,Oliver,Hill,oliver.hill@outlook.com,11/11/1996,Prefer not to say,3,FALSE
3467,18/12/2020,Leo,Young,leo.young@example.com,12/05/1963,Other,2,TRUE
3468,26/12/2024,Chloe,Young,chloe.young636@example.com,05/07/1995,Other,3,TRUE
3469,11/02/2020,James,King,james.king@outlook.com,31/05/1993,Other,2,FALSE
3470,02/10/2020,Sofia,King,sofia.king@gmail.com,13/06/1980,Other,3,FALSE
3471,15/08/2023,Emma,Taylor,emma.taylor@example.com,10/04/2014,M,1,FALSE
3472,08/08/2024,Aisha,Turner,aisha.turner8463@example.com,18/07/1993,M,3,TRUE
3473,05/12/2024,Elena,Clark,elena.clark2223@example.com,13/01/2007,M,1,TRUE
3474,23/07/2022,Aisha,Wilson,aisha.wilson@yahoo.com,19/12/1962,M,2,TRUE
3475,23/03/2022,Sofia,Adams,sofia.adams@example.com,25/04/2005,M,3,TRUE
3476,29/12/2020,Liam,Adams,liam.adams9733@example.com,08/01/2000,Prefer not to say,3,FALSE
3477,06/08/2021,Lucas,Green,lucas.green@outlook.com,09/02/1968,M,2,TRUE
3478,18/08/2023,Tom,Scott,tom.scott@yahoo.com,10/11/1979,F,3,TRUE
3479,28/08/2022,Sofia,Turner,sofia.turner@gmail.com,18/10/1960,F,3,TRUE
3480,30/05/2023,Chloe,Patel,chloe.patel@yahoo.com,23/08/1982,Other,3,FALSE
3481,31/05/2021,Mia,Baker,mia.baker@outlook.com,06/03/2001,F,2,FALSE
3482,28/07/2020,Ethan,Young,ethan.young@example.com,08/06/2012,M,3,FALSE
3483,02/11/2023,Grace,Young,grace.young@outlook.com,11/10/1986,M,2,TRUE
3484,18/06/2021,Emma,Taylor,emma.taylor@outlook.com,02/11/1984,Other,1,TRUE
3485,07/04/2022,Ethan,Brown,ethan.brown@gmail.com,30/10/2013,Other,3,TRUE
3486,07/05/2022,Sarah,King,sarah.king@outlook.com,10/04/1983,Prefer not to say,2,TRUE
3487,06/11/2023,Leo,Scott,leo.scott5623@yahoo.com,13/12/1979,Prefer not to say,3,FALSE
3488,30/11/2024,Ethan,Clark,ethan.clark@yahoo.com,30/12/2018,F,2,TRUE
3489,11/04/2024,Ava,Lopez,ava.lopez@outlook.com,25/02/2010,F,3,FALSE
3490,11/05/2022,Elena,Brown,elena.brown3660@outlook.com,20/07/1987,Other,2,FALSE
3491,19/04/2020,Leo,Clark,leo.clark1930@example.com,19/03/2002,M,2,TRUE
3492,03/09/2021,Ethan,Smith,ethan.smith@example.com,14/07/2007,Prefer not to say,1,TRUE
3493,26/07/2022,Maria,Khan,maria.khan6705@outlook.com,31/01/2011,F,2,TRUE
3494,28/12/2020,Elena,King,elena.king@outlook.com,11/08/2016,Other,3,TRUE
3495,26/03/2023,Sarah,Evans,sarah.evans3431@outlook.com,15/02/1975,F,2,TRUE
3496,29/05/2022,Maria,Young,maria.young@example.com,31/10/2016,Prefer not to say,2,FALSE
3497,12/02/2021,Isabella,Patel,isabella.patel@gmail.com,20/11/2007,Other,1,FALSE
3498,11/02/2024,Ethan,Khan,ethan.khan68@gmail.com,22/03/2016,F,1,FALSE
3499,27/10/2022,Oliver,Lopez,oliver.lopez@gmail.com,30/05/1994,Other,1,TRUE
3500,30/01/2024,James,Clark,james.clark@outlook.com,25/11/2000,Other,2,TRUE
3501,03/12/2020,Emma,King,emma.king@outlook.com,26/11/1976,Prefer not to say,1,TRUE
3502,22/04/2023,Liam,Lopez,liam.lopez@yahoo.com,19/12/1961,F,1,FALSE
3503,09/04/2020,James,Baker,james.baker8762@outlook.com,26/11/2015,M,3,TRUE
3504,28/06/2022,Sarah,Wilson,sarah.wilson@gmail.com,22/05/1997,Prefer not to say,1,FALSE
3505,20/01/2020,Ava,Lopez,ava.lopez@yahoo.com,19/07/2016,Other,2,TRUE
3506,13/11/2022,Ethan,Taylor,ethan.taylor6863@yahoo.com,30/05/1969,M,2,TRUE
3507,13/02/2021,Daniel,King,daniel.king@yahoo.com,20/08/2014,Other,3,TRUE
3508,21/03/2020,Lucas,Turner,lucas.turner@outlook.com,22/05/1974,Prefer not to say,1,FALSE
3509,07/10/2023,Emma,Brown,emma.brown@gmail.com,21/02/1961,M,1,FALSE
3510,08/06/2021,Maria,Rossi,maria.rossi@gmail.com,01/02/1969,F,2,FALSE
3511,23/07/2024,Sofia,Evans,sofia.evans@gmail.com,14/12/1968,F,1,FALSE
3512,13/07/2020,Lucas,Hall,lucas.hall@example.com,25/05/1970,M,1,TRUE
3513,27/06/2023,Tom,Hall,tom.hall@outlook.com,09/04/1999,Other,3,TRUE
3514,31/03/2022,Lucas,Hall,lucas.hall@yahoo.com,19/03/1970,Prefer not to say,2,FALSE
3515,19/12/2024,Isabella,King,isabella.king@example.com,18/03/2018,F,1,TRUE
3516,24/04/2023,James,Green,james.green@gmail.com,28/04/1997,Prefer not to say,3,FALSE
3517,29/02/2020,Tom,Young,tom.young5876@example.com,05/11/2014,F,2,FALSE
3518,09/05/2020,Daniel,Turner,daniel.turner@example.com,15/02/1964,Other,3,FALSE
3519,29/11/2022,Sarah,Wright,sarah.wright@yahoo.com,08/05/1990,M,2,TRUE
3520,09/06/2023,Ava,Adams,ava.adams2436@example.com,02/02/2010,M,1,TRUE
3521,02/06/2020,Ethan,King,ethan.king@example.com,02/11/1974,Prefer not to say,2,TRUE
3522,01/04/2021,Emma,Taylor,emma.taylor@gmail.com,24/06/2005,Prefer not to say,2,TRUE
3523,06/07/2022,Elena,Evans,elena.evans@example.com,30/05/2011,M,2,FALSE
3524,06/02/2020,Emma,Smith,emma.smith@example.com,13/08/2018,M,2,FALSE
3525,09/06/2024,James,Hill,james.hill@gmail.com,26/02/1968,Other,3,TRUE
3526,30/07/2024,Noah,Hall,noah.hall@outlook.com,13/11/1964,F,2,FALSE
3527,14/01/2022,Grace,Young,grace.young@example.com,16/12/2018,Prefer not to say,1,TRUE
3528,26/08/2024,Liam,Patel,liam.patel@outlook.com,11/11/1991,Other,3,FALSE
3529,14/10/2020,Daniel,Wilson,daniel.wilson@yahoo.com,05/03/2004,Prefer not to say,1,FALSE
3530,11/10/2024,Chloe,Khan,chloe.khan@yahoo.com,31/10/1970,Prefer not to say,1,FALSE
3531,05/04/2020,Aisha,Hall,aisha.hall@gmail.com,08/03/1997,M,2,FALSE
3532,22/12/2022,Leo,Wright,leo.wright8173@yahoo.com,22/05/1960,M,3,FALSE
3533,05/02/2024,Leo,King,leo.king9480@yahoo.com,31/07/1975,F,1,FALSE
3534,07/05/2022,Chloe,Young,chloe.young8260@outlook.com,05/07/1994,F,2,FALSE
3535,09/10/2020,Emma,Clark,emma.clark@example.com,19/12/1971,Prefer not to say,3,FALSE
3536,05/03/2021,Grace,Hall,grace.hall@yahoo.com,08/01/1978,Other,3,FALSE
3537,07/04/2024,Maria,Green,maria.green@outlook.com,09/05/1970,Other,3,FALSE
3538,08/08/2021,Leo,Scott,leo.scott@example.com,24/11/2007,Prefer not to say,1,TRUE
3539,04/10/2023,Sarah,Baker,sarah.baker@yahoo.com,04/10/1964,M,1,FALSE
3540,15/11/2023,Tom,Clark,tom.clark2400@outlook.com,25/07/1965,Other,1,TRUE
3541,12/11/2024,Lucas,Evans,lucas.evans@gmail.com,10/04/2015,F,3,FALSE
3542,06/04/2020,Liam,Wright,liam.wright@outlook.com,13/08/2019,Prefer not to say,2,FALSE
3543,03/03/2024,Emma,Hill,emma.hill@gmail.com,28/02/1961,Other,1,FALSE
3544,25/08/2021,Liam,Adams,liam.adams@yahoo.com,11/05/1977,Prefer not to say,1,TRUE
3545,27/05/2022,Tom,Green,tom.green6181@gmail.com,24/08/1963,Other,3,FALSE
3546,13/08/2022,Maria,Green,maria.green93@outlook.com,27/08/1989,F,1,TRUE
3547,14/06/2023,Emma,Young,emma.young@gmail.com,08/02/2016,Other,2,FALSE
3548,02/12/2022,Elena,Hall,elena.hall@yahoo.com,30/06/1976,M,3,TRUE
3549,16/12/2021,Mia,Hill,mia.hill@example.com,31/03/1968,F,1,FALSE
3550,21/03/2024,Emma,Adams,emma.adams@outlook.com,07/08/1979,Prefer not to say,3,TRUE
3551,08/08/2023,Daniel,Adams,daniel.adams@example.com,24/07/1981,F,1,FALSE
3552,11/01/2023,Isabella,Smith,isabella.smith@example.com,07/01/1983,Other,1,FALSE
3553,30/03/2020,Ethan,Wright,ethan.wright@example.com,03/09/2003,Other,3,TRUE
3554,08/12/2020,Emma,Wright,emma.wright@gmail.com,10/08/1968,M,3,TRUE
3555,25/02/2021,Aisha,Khan,aisha.khan@example.com,28/04/1969,Prefer not to say,3,TRUE
3556,18/03/2020,Maria,Patel,maria.patel@example.com,04/10/1989,M,1,TRUE
3557,13/06/2021,Tom,Taylor,tom.taylor9421@gmail.com,03/06/1980,Prefer not to say,2,FALSE
3558,08/03/2022,Isabella,Turner,isabella.turner@outlook.com,07/07/1961,M,3,TRUE
3559,02/01/2022,Chloe,Rossi,chloe.rossi@gmail.com,06/07/1966,M,2,FALSE
3560,20/02/2022,Chloe,Rossi,chloe.rossi@outlook.com,07/04/1999,Prefer not to say,3,TRUE
3561,09/03/2024,Ava,Green,ava.green@yahoo.com,26/03/1972,Prefer not to say,3,FALSE
3562,07/02/2023,Maria,Clark,maria.clark@outlook.com,31/12/1960,F,1,TRUE
3563,23/06/2020,Sarah,Scott,sarah.scott8801@example.com,13/02/2009,Other,1,FALSE
3564,11/01/2021,Aisha,Turner,aisha.turner@yahoo.com,10/06/1974,F,3,FALSE
3565,11/10/2024,Aisha,Smith,aisha.smith@yahoo.com,23/11/2010,M,3,FALSE
3566,20/07/2020,Grace,Rossi,grace.rossi1104@outlook.com,28/06/1982,F,3,FALSE
3567,25/04/2021,Emma,Adams,emma.adams@yahoo.com,21/10/2018,M,2,TRUE
3568,03/11/2021,Aisha,Hall,aisha.hall@example.com,05/06/2000,Other,3,TRUE
3569,27/05/2022,Leo,Scott,leo.scott@outlook.com,18/05/1988,F,1,FALSE
3570,02/10/2020,Liam,Brown,liam.brown4534@example.com,01/04/1992,Other,2,FALSE
3571,10/08/2020,Noah,Adams,noah.adams7979@outlook.com,29/06/2009,F,3,TRUE
3572,11/02/2024,Sofia,Lopez,sofia.lopez@yahoo.com,13/08/1983,M,3,TRUE
3573,31/03/2023,Sarah,Wright,sarah.wright@gmail.com,15/03/2012,Prefer not to say,3,TRUE
3574,10/01/2023,James,Hill,james.hill@outlook.com,03/10/2008,Prefer not to say,3,TRUE
