online_customer_id,first_name,last_name,email,phone,city,loyalty_member_id,online_order_id,order_datetime,order_status,sales_channel,fulfilment_type,store_id,delivery_fee,discount_amount,payment_type,product_id,time_range
10083,Paul,Schroeder,paul.schroeder@example.com,+1-905-151-8644x92519,West Kyle,3005.0,80933,2024-03-17 02:22:00,Cancelled,Web,Delivery,,2.08,1.74,Card,628,00:00-06:00
10083,Paul,Schroeder,paul.schroeder@example.com,+1-905-151-8644x92519,West Kyle,3005.0,80935,2024-03-22 19:31:00,Completed,Web,Delivery,,2.26,1.1,Mobile Wallet,33,18:00-24:00
10083,Paul,Schroeder,paul.schroeder@example.com,+1-905-151-8644x92519,West Kyle,3005.0,81002,2024-03-22 01:50:00,Placed,Web,Delivery,,3.86,0.46,Card,465,00:00-06:00
10083,Paul,Schroeder,paul.schroeder@example.com,+1-905-151-8644x92519,West Kyle,3005.0,81239,2024-03-08 13:31:00,Preparing,Mobile App,Delivery,,3.61,0.23,PayPal,193,12:00-18:00
10084,Diana,Bates,diana.bates@example.com,(914)865-2816,Andrewport,3003.0,80093,2024-03-24 19:15:00,Completed,Web,Pickup,3.0,0.0,0.74,Mobile Wallet,883,18:00-24:00
10084,Diana,Bates,diana.bates@example.com,(914)865-2816,Andrewport,3003.0,80315,2024-03-10 19:20:00,Completed,Mobile App,Delivery,,3.52,0.19,Mobile Wallet,79,18:00-24:00
10084,Diana,Bates,diana.bates@example.com,(914)865-2816,Andrewport,3003.0,81543,2024-03-28 09:03:00,Cancelled,Mobile App,Pickup,3.0,0.0,0.44,PayPal,152,06:00-12:00
10084,Diana,Bates,diana.bates@example.com,(914)865-2816,Andrewport,3003.0,81708,2024-03-15 06:55:00,Placed,Mobile App,Pickup,1.0,0.0,0.81,PayPal,336,06:00-12:00
10084,Diana,Bates,diana.bates@example.com,(914)865-2816,Andrewport,3003.0,81719,2024-03-17 07:51:00,Completed,Mobile App,Pickup,,0.0,1.31,PayPal,875,06:00-12:00
10085,Henry,Lewis,henry.lewis@example.com,001-733-221-4188x80592,Mooreburgh,3004.0,80995,2024-03-17 21:45:00,Cancelled,Web,Delivery,,1.81,0.21,PayPal,193,18:00-24:00
10085,Henry,Lewis,henry.lewis@example.com,001-733-221-4188x80592,Mooreburgh,3004.0,81055,2024-03-23 04:50:00,Cancelled,Mobile App,Delivery,,2.27,1.49,PayPal,755,00:00-06:00
10085,Henry,Lewis,henry.lewis@example.com,001-733-221-4188x80592,Mooreburgh,3004.0,81693,2024-03-05 14:38:00,Preparing,Mobile App,Delivery,,1.18,1.02,Mobile Wallet,947,12:00-18:00
10086,Marie,Wise,marie.wise@example.com,(706)537-9473,West Tammy,3005.0,80479,2024-03-27 07:03:00,Completed,Web,Delivery,,2.93,1.51,Card,663,06:00-12:00
10086,Marie,Wise,marie.wise@example.com,(706)537-9473,West Tammy,3005.0,80682,2024-03-21 06:20:00,Cancelled,Mobile App,Delivery,,1.06,0.9,Card,351,06:00-12:00
10086,Marie,Wise,marie.wise@example.com,(706)537-9473,West Tammy,3005.0,81676,2024-03-11 13:12:00,Placed,Web,Delivery,,2.72,1.57,Mobile Wallet,468,12:00-18:00
10087,Kristen,Mckee,kristen.mckee@example.com,597.746.8862,Port Cassandra,,80511,2024-03-20 23:08:00,Preparing,Web,Pickup,2.0,0.0,0.27,Mobile Wallet,121,18:00-24:00
10088,Monique,Williams,monique.williams@example.com,581.814.1247x8261,Port Shannon,,80019,2024-03-23 17:58:00,Cancelled,Mobile App,Delivery,,2.7,1.72,Card,575,12:00-18:00
10088,Monique,Williams,monique.williams@example.com,581.814.1247x8261,Port Shannon,,80808,2024-03-18 19:11:00,Preparing,Web,Pickup,,0.0,0.26,PayPal,416,18:00-24:00
10088,Monique,Williams,monique.williams@example.com,581.814.1247x8261,Port Shannon,,81093,2024-03-28 00:48:00,Completed,Mobile App,Delivery,,2.75,0.98,Card,747,00:00-06:00
10088,Monique,Williams,monique.williams@example.com,581.814.1247x8261,Port Shannon,,81894,2024-03-28 14:27:00,Cancelled,Web,Pickup,,0.0,1.52,Card,543,12:00-18:00
10089,Michael,Johnson,michael.johnson@example.com,6853615305,Port Jennifermouth,,80153,2024-03-10 15:26:00,Preparing,Web,Delivery,,1.13,0.16,Mobile Wallet,600,12:00-18:00
10089,Michael,Johnson,michael.johnson@example.com,6853615305,Port Jennifermouth,,81054,2024-03-13 19:01:00,Cancelled,Web,Delivery,,2.75,1.53,PayPal,115,18:00-24:00
10089,Michael,Johnson,michael.johnson@example.com,6853615305,Port Jennifermouth,,81516,2024-03-30 04:24:00,Cancelled,Web,Pickup,2.0,0.0,0.3,PayPal,16,00:00-06:00
10089,Michael,Johnson,michael.johnson@example.com,6853615305,Port Jennifermouth,,81796,2024-03-11 15:49:00,Placed,Web,Delivery,,1.59,0.42,Card,299,12:00-18:00
10090,Lacey,Taylor,lacey.taylor@example.com,727-790-1043x2898,Rodriguezport,3004.0,80260,2024-03-13 18:30:00,Preparing,Web,Delivery,,1.79,1.77,Card,885,18:00-24:00
10090,Lacey,Taylor,lacey.taylor@example.com,727-790-1043x2898,Rodriguezport,3004.0,80539,2024-03-26 12:29:00,Preparing,Web,Delivery,,3.94,0.48,Card,87,12:00-18:00
10090,Lacey,Taylor,lacey.taylor@example.com,727-790-1043x2898,Rodriguezport,3004.0,81348,2024-03-01 15:32:00,Placed,Mobile App,Pickup,,0.0,0.45,Card,944,12:00-18:00
10090,Lacey,Taylor,lacey.taylor@example.com,727-790-1043x2898,Rodriguezport,3004.0,81604,2024-03-22 06:37:00,Completed,Mobile App,Pickup,3.0,0.0,0.3,Mobile Wallet,782,06:00-12:00
10090,Lacey,Taylor,lacey.taylor@example.com,727-790-1043x2898,Rodriguezport,3004.0,82000,2024-03-09 22:41:00,Placed,Web,Delivery,,2.7,0.36,Mobile Wallet,909,18:00-24:00
10091,John,Martinez,john.martinez@example.com,697.117.9808,Lake Douglas,3003.0,80167,2024-03-16 16:00:00,Preparing,Mobile App,Pickup,3.0,0.0,1.5,Mobile Wallet,744,12:00-18:00
10091,John,Martinez,john.martinez@example.com,697.117.9808,Lake Douglas,3003.0,80455,2024-03-04 04:01:00,Placed,Mobile App,Pickup,,0.0,0.65,Mobile Wallet,365,00:00-06:00
10091,John,Martinez,john.martinez@example.com,697.117.9808,Lake Douglas,3003.0,80806,2024-03-28 11:02:00,Cancelled,Web,Delivery,,1.56,0.14,PayPal,558,06:00-12:00
10091,John,Martinez,john.martinez@example.com,697.117.9808,Lake Douglas,3003.0,81677,2024-03-20 06:19:00,Preparing,Web,Pickup,,0.0,0.03,Card,628,06:00-12:00
10092,Ruben,Mendez,ruben.mendez@example.com,962.185.1888,South Morganton,,80100,2024-03-24 11:21:00,Placed,Mobile App,Delivery,,1.21,0.93,PayPal,966,06:00-12:00
10092,Ruben,Mendez,ruben.mendez@example.com,962.185.1888,South Morganton,,81297,2024-03-19 02:57:00,Placed,Mobile App,Delivery,,3.42,0.69,Mobile Wallet,100,00:00-06:00
10093,Cynthia,Zavala,cynthia.zavala@example.com,051-531-9520x585,Port Kimberly,3002.0,80254,2024-03-25 23:29:00,Cancelled,Web,Delivery,,1.87,0.13,Card,150,18:00-24:00
10093,Cynthia,Zavala,cynthia.zavala@example.com,051-531-9520x585,Port Kimberly,3002.0,81656,2024-03-17 10:40:00,Placed,Web,Delivery,,3.54,0.55,Mobile Wallet,47,06:00-12:00
10094,Steven,Dominguez,steven.dominguez@example.com,+1-221-704-3030x5486,Kingborough,3001.0,80203,2024-03-19 05:45:00,Cancelled,Mobile App,Delivery,,1.82,0.77,PayPal,144,00:00-06:00
10094,Steven,Dominguez,steven.dominguez@example.com,+1-221-704-3030x5486,Kingborough,3001.0,80335,2024-03-14 04:18:00,Placed,Mobile App,Delivery,,2.85,0.54,Mobile Wallet,32,00:00-06:00
10094,Steven,Dominguez,steven.dominguez@example.com,+1-221-704-3030x5486,Kingborough,3001.0,80980,2024-03-15 12:46:00,Cancelled,Mobile App,Pickup,3.0,0.0,0.96,PayPal,300,12:00-18:00
10094,Steven,Dominguez,steven.dominguez@example.com,+1-221-704-3030x5486,Kingborough,3001.0,81271,2024-03-09 10:47:00,Completed,Web,Delivery,,3.3,1.58,Card,195,06:00-12:00
10095,Justin,Atkins,justin.atkins@example.com,5415667652,Holtstad,3002.0,80535,2024-03-29 19:50:00,Placed,Web,Pickup,,0.0,0.77,Mobile Wallet,740,18:00-24:00
10095,Justin,Atkins,justin.atkins@example.com,5415667652,Holtstad,3002.0,80778,2024-03-17 12:17:00,Placed,Web,Delivery,,2.07,1.11,Card,718,12:00-18:00
10095,Justin,Atkins,justin.atkins@example.com,5415667652,Holtstad,3002.0,81496,2024-03-04 01:37:00,Preparing,Mobile App,Delivery,,2.85,0.88,Card,407,00:00-06:00
10095,Justin,Atkins,justin.atkins@example.com,5415667652,Holtstad,3002.0,81633,2024-03-26 11:18:00,Placed,Web,Pickup,1.0,0.0,0.4,PayPal,821,06:00-12:00
10096,Sandra,Stone,sandra.stone@example.com,616-928-4511,Donnaport,3003.0,81908,2024-03-29 00:22:00,Cancelled,Mobile App,Delivery,,2.14,0.16,Mobile Wallet,105,00:00-06:00
10097,Sean,Robbins,sean.robbins@example.com,(757)059-6401,Coxburgh,3003.0,80003,2024-03-22 19:37:00,Preparing,Mobile App,Delivery,,1.91,1.82,Card,33,18:00-24:00
10097,Sean,Robbins,sean.robbins@example.com,(757)059-6401,Coxburgh,3003.0,80592,2024-03-22 15:33:00,Completed,Web,Delivery,,1.04,1.35,Mobile Wallet,931,12:00-18:00
10097,Sean,Robbins,sean.robbins@example.com,(757)059-6401,Coxburgh,3003.0,81414,2024-03-10 18:39:00,Cancelled,Mobile App,Pickup,,0.0,1.09,Card,558,18:00-24:00
10097,Sean,Robbins,sean.robbins@example.com,(757)059-6401,Coxburgh,3003.0,81636,2024-03-22 18:54:00,Preparing,Web,Pickup,,0.0,0.34,Mobile Wallet,696,18:00-24:00
10098,Stephanie,Thomas,stephanie.thomas@example.com,+1-702-135-5690x927,Nathanland,,80436,2024-03-24 19:56:00,Completed,Mobile App,Pickup,,0.0,0.29,Card,7,18:00-24:00
10098,Stephanie,Thomas,stephanie.thomas@example.com,+1-702-135-5690x927,Nathanland,,81384,2024-03-20 14:42:00,Completed,Mobile App,Delivery,,2.35,1.76,Mobile Wallet,646,12:00-18:00
10098,Stephanie,Thomas,stephanie.thomas@example.com,+1-702-135-5690x927,Nathanland,,81769,2024-03-27 05:49:00,Preparing,Web,Pickup,2.0,0.0,1.93,Card,923,00:00-06:00
10099,Audrey,Moreno,audrey.moreno@example.com,(543)102-7868x1447,New Justin,3002.0,80942,2024-03-20 09:38:00,Placed,Web,Delivery,,1.27,0.1,PayPal,195,06:00-12:00
10099,Audrey,Moreno,audrey.moreno@example.com,(543)102-7868x1447,New Justin,3002.0,81038,2024-03-27 07:10:00,Cancelled,Web,Pickup,1.0,0.0,1.88,PayPal,268,06:00-12:00
10100,Sabrina,Henry,sabrina.henry@example.com,217-271-5518,Patriciaburgh,,80759,2024-03-27 00:34:00,Placed,Web,Pickup,1.0,0.0,1.96,PayPal,271,00:00-06:00
10100,Sabrina,Henry,sabrina.henry@example.com,217-271-5518,Patriciaburgh,,81229,2024-03-20 08:22:00,Placed,Mobile App,Pickup,3.0,0.0,0.55,Card,182,06:00-12:00
10100,Sabrina,Henry,sabrina.henry@example.com,217-271-5518,Patriciaburgh,,81463,2024-03-28 09:01:00,Preparing,Web,Delivery,,1.09,1.86,Mobile Wallet,979,06:00-12:00
10100,Sabrina,Henry,sabrina.henry@example.com,217-271-5518,Patriciaburgh,,81500,2024-03-02 03:38:00,Cancelled,Web,Pickup,,0.0,1.69,Mobile Wallet,859,00:00-06:00
10100,Sabrina,Henry,sabrina.henry@example.com,217-271-5518,Patriciaburgh,,81699,2024-03-20 00:07:00,Preparing,Mobile App,Pickup,2.0,0.0,1.09,PayPal,293,00:00-06:00
10101,Jennifer,Ho,jennifer.ho@example.com,+1-258-313-2370x5895,Laraside,,81034,2024-03-16 22:57:00,Cancelled,Mobile App,Pickup,1.0,0.0,1.82,Mobile Wallet,908,18:00-24:00
10101,Jennifer,Ho,jennifer.ho@example.com,+1-258-313-2370x5895,Laraside,,81356,2024-03-21 02:40:00,Placed,Mobile App,Pickup,1.0,0.0,0.39,Mobile Wallet,14,00:00-06:00
10101,Jennifer,Ho,jennifer.ho@example.com,+1-258-313-2370x5895,Laraside,,81878,2024-03-29 12:49:00,Preparing,Web,Pickup,,0.0,1.46,Card,440,12:00-18:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,80196,2024-03-12 23:15:00,Preparing,Mobile App,Delivery,,3.11,0.59,Card,826,18:00-24:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,80255,2024-03-17 06:05:00,Preparing,Web,Pickup,3.0,0.0,0.2,Mobile Wallet,975,06:00-12:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,80642,2024-03-03 06:22:00,Cancelled,Mobile App,Pickup,2.0,0.0,1.2,Card,81,06:00-12:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,80780,2024-03-10 23:08:00,Completed,Web,Pickup,2.0,0.0,0.68,Mobile Wallet,405,18:00-24:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,80930,2024-03-25 01:54:00,Preparing,Mobile App,Delivery,,1.37,0.97,Card,465,00:00-06:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,81022,2024-03-27 07:51:00,Preparing,Mobile App,Delivery,,2.99,1.65,Mobile Wallet,611,06:00-12:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,81420,2024-03-26 14:49:00,Placed,Mobile App,Pickup,2.0,0.0,1.08,Mobile Wallet,831,12:00-18:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,81571,2024-03-08 09:55:00,Preparing,Mobile App,Pickup,3.0,0.0,1.91,Card,333,06:00-12:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,81625,2024-03-12 08:01:00,Placed,Mobile App,Pickup,,0.0,1.55,Mobile Wallet,128,06:00-12:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,81837,2024-03-07 03:08:00,Cancelled,Mobile App,Pickup,2.0,0.0,2.0,Card,769,00:00-06:00
10102,David,Henson,david.henson@example.com,467-866-9125,South Stevenhaven,,81953,2024-03-26 16:34:00,Preparing,Web,Pickup,2.0,0.0,0.65,Card,205,12:00-18:00
10103,Melvin,Humphrey,melvin.humphrey@example.com,001-892-268-0182x42253,Staceyhaven,3005.0,80826,2024-03-01 17:31:00,Cancelled,Web,Delivery,,3.97,0.67,Card,380,12:00-18:00
10103,Melvin,Humphrey,melvin.humphrey@example.com,001-892-268-0182x42253,Staceyhaven,3005.0,80860,2024-03-09 07:35:00,Preparing,Mobile App,Delivery,,3.95,1.74,PayPal,208,06:00-12:00
10103,Melvin,Humphrey,melvin.humphrey@example.com,001-892-268-0182x42253,Staceyhaven,3005.0,81124,2024-03-14 04:47:00,Completed,Web,Pickup,,0.0,1.92,PayPal,380,00:00-06:00
10103,Melvin,Humphrey,melvin.humphrey@example.com,001-892-268-0182x42253,Staceyhaven,3005.0,81739,2024-03-20 13:07:00,Placed,Mobile App,Delivery,,2.94,1.89,Card,714,12:00-18:00
10104,Patty,Singleton,patty.singleton@example.com,384-249-8182x992,Lake Claudia,3001.0,80683,2024-03-03 07:37:00,Completed,Web,Pickup,,0.0,0.21,Mobile Wallet,884,06:00-12:00
10104,Patty,Singleton,patty.singleton@example.com,384-249-8182x992,Lake Claudia,3001.0,81445,2024-03-16 22:56:00,Completed,Mobile App,Pickup,,0.0,1.79,Card,802,18:00-24:00
10104,Patty,Singleton,patty.singleton@example.com,384-249-8182x992,Lake Claudia,3001.0,81884,2024-03-05 01:24:00,Preparing,Mobile App,Pickup,2.0,0.0,0.72,Card,936,00:00-06:00
10104,Patty,Singleton,patty.singleton@example.com,384-249-8182x992,Lake Claudia,3001.0,81885,2024-03-05 22:44:00,Cancelled,Web,Pickup,,0.0,0.93,Card,738,18:00-24:00
10104,Patty,Singleton,patty.singleton@example.com,384-249-8182x992,Lake Claudia,3001.0,81966,2024-03-13 15:47:00,Completed,Web,Delivery,,3.77,1.29,Mobile Wallet,878,12:00-18:00
10105,Rachel,Morgan,rachel.morgan@example.com,001-001-094-3969,South Pamelaside,3002.0,80837,2024-03-11 20:01:00,Cancelled,Mobile App,Delivery,,1.4,0.64,Card,802,18:00-24:00
10105,Rachel,Morgan,rachel.morgan@example.com,001-001-094-3969,South Pamelaside,3002.0,80963,2024-03-21 07:12:00,Preparing,Mobile App,Pickup,2.0,0.0,0.74,PayPal,136,06:00-12:00
10105,Rachel,Morgan,rachel.morgan@example.com,001-001-094-3969,South Pamelaside,3002.0,81041,2024-03-05 05:52:00,Placed,Mobile App,Delivery,,1.03,1.54,Card,957,00:00-06:00
10105,Rachel,Morgan,rachel.morgan@example.com,001-001-094-3969,South Pamelaside,3002.0,81661,2024-03-08 07:11:00,Placed,Mobile App,Delivery,,3.43,0.25,Card,409,06:00-12:00
10105,Rachel,Morgan,rachel.morgan@example.com,001-001-094-3969,South Pamelaside,3002.0,81741,2024-03-17 10:46:00,Placed,Mobile App,Delivery,,1.93,1.08,Mobile Wallet,725,06:00-12:00
10106,Keith,Frye,keith.frye@example.com,364.710.2767x7359,West Michelle,3005.0,80084,2024-03-18 19:53:00,Completed,Web,Delivery,,3.35,1.59,Card,453,18:00-24:00
10106,Keith,Frye,keith.frye@example.com,364.710.2767x7359,West Michelle,3005.0,80105,2024-03-20 02:33:00,Cancelled,Web,Delivery,,3.92,0.28,PayPal,473,00:00-06:00
10106,Keith,Frye,keith.frye@example.com,364.710.2767x7359,West Michelle,3005.0,80612,2024-03-23 21:09:00,Completed,Web,Pickup,,0.0,1.23,PayPal,325,18:00-24:00
10106,Keith,Frye,keith.frye@example.com,364.710.2767x7359,West Michelle,3005.0,81394,2024-03-05 05:25:00,Preparing,Web,Pickup,1.0,0.0,0.33,Card,259,00:00-06:00
10106,Keith,Frye,keith.frye@example.com,364.710.2767x7359,West Michelle,3005.0,81667,2024-03-04 12:29:00,Cancelled,Web,Pickup,2.0,0.0,1.58,Card,990,12:00-18:00
10107,Luis,Travis,luis.travis@example.com,(625)881-5371x473,North Brent,,80818,2024-03-22 00:48:00,Placed,Web,Delivery,,2.92,1.35,PayPal,460,00:00-06:00
10107,Luis,Travis,luis.travis@example.com,(625)881-5371x473,North Brent,,81212,2024-03-02 18:23:00,Cancelled,Mobile App,Delivery,,2.84,1.26,Card,380,18:00-24:00
10107,Luis,Travis,luis.travis@example.com,(625)881-5371x473,North Brent,,81834,2024-03-24 22:45:00,Completed,Mobile App,Pickup,2.0,0.0,1.77,Card,439,18:00-24:00
10108,Sonia,Lin,sonia.lin@example.com,(325)953-2787x74701,Wagnerbury,3002.0,80309,2024-03-15 19:27:00,Completed,Mobile App,Pickup,1.0,0.0,0.37,PayPal,44,18:00-24:00
10108,Sonia,Lin,sonia.lin@example.com,(325)953-2787x74701,Wagnerbury,3002.0,80311,2024-03-17 14:45:00,Cancelled,Mobile App,Pickup,3.0,0.0,0.9,Mobile Wallet,821,12:00-18:00
10108,Sonia,Lin,sonia.lin@example.com,(325)953-2787x74701,Wagnerbury,3002.0,80323,2024-03-19 01:40:00,Placed,Web,Delivery,,1.19,1.76,Mobile Wallet,810,00:00-06:00
10108,Sonia,Lin,sonia.lin@example.com,(325)953-2787x74701,Wagnerbury,3002.0,80745,2024-03-29 21:46:00,Completed,Mobile App,Pickup,3.0,0.0,0.55,Mobile Wallet,689,18:00-24:00
10108,Sonia,Lin,sonia.lin@example.com,(325)953-2787x74701,Wagnerbury,3002.0,81223,2024-03-08 03:28:00,Cancelled,Web,Pickup,2.0,0.0,0.58,Card,909,00:00-06:00
10108,Sonia,Lin,sonia.lin@example.com,(325)953-2787x74701,Wagnerbury,3002.0,81365,2024-03-15 17:38:00,Preparing,Web,Delivery,,3.3,1.57,Card,460,12:00-18:00
10108,Sonia,Lin,sonia.lin@example.com,(325)953-2787x74701,Wagnerbury,3002.0,81539,2024-03-04 14:44:00,Cancelled,Mobile App,Delivery,,2.88,0.39,Card,371,12:00-18:00
10108,Sonia,Lin,sonia.lin@example.com,(325)953-2787x74701,Wagnerbury,3002.0,81971,2024-03-28 16:51:00,Placed,Web,Pickup,1.0,0.0,0.8,Mobile Wallet,634,12:00-18:00
10109,Jason,Gomez,jason.gomez@example.com,4797480162,Jessicafurt,3005.0,80426,2024-03-30 03:43:00,Preparing,Mobile App,Delivery,,1.76,0.14,PayPal,773,00:00-06:00
10109,Jason,Gomez,jason.gomez@example.com,4797480162,Jessicafurt,3005.0,80676,2024-03-04 13:26:00,Completed,Web,Delivery,,2.3,0.04,PayPal,483,12:00-18:00
10109,Jason,Gomez,jason.gomez@example.com,4797480162,Jessicafurt,3005.0,80997,2024-03-15 01:38:00,Preparing,Web,Delivery,,2.92,0.06,PayPal,82,00:00-06:00
10109,Jason,Gomez,jason.gomez@example.com,4797480162,Jessicafurt,3005.0,81295,2024-03-05 05:25:00,Completed,Mobile App,Pickup,,0.0,1.31,PayPal,844,00:00-06:00
10109,Jason,Gomez,jason.gomez@example.com,4797480162,Jessicafurt,3005.0,81584,2024-03-25 09:42:00,Placed,Mobile App,Delivery,,1.8,0.75,PayPal,488,06:00-12:00
10109,Jason,Gomez,jason.gomez@example.com,4797480162,Jessicafurt,3005.0,81852,2024-03-08 23:42:00,Preparing,Mobile App,Delivery,,3.69,0.71,PayPal,80,18:00-24:00
10110,Michael,Morales,michael.morales@example.com,001-835-841-6878,Marciaville,,81364,2024-03-15 13:32:00,Cancelled,Web,Pickup,3.0,0.0,1.37,Mobile Wallet,649,12:00-18:00
10110,Michael,Morales,michael.morales@example.com,001-835-841-6878,Marciaville,,81588,2024-03-22 02:34:00,Placed,Web,Pickup,3.0,0.0,1.13,PayPal,794,00:00-06:00
10110,Michael,Morales,michael.morales@example.com,001-835-841-6878,Marciaville,,81738,2024-03-11 16:30:00,Cancelled,Mobile App,Pickup,1.0,0.0,0.35,Mobile Wallet,508,12:00-18:00
10111,David,Davis,david.davis@example.com,(585)239-8680x002,Lindahaven,3003.0,80219,2024-03-16 09:06:00,Placed,Mobile App,Pickup,2.0,0.0,0.09,Mobile Wallet,868,06:00-12:00
10111,David,Davis,david.davis@example.com,(585)239-8680x002,Lindahaven,3003.0,80723,2024-03-23 05:53:00,Placed,Web,Delivery,,2.64,0.14,Card,957,00:00-06:00
10111,David,Davis,david.davis@example.com,(585)239-8680x002,Lindahaven,3003.0,81598,2024-03-19 02:13:00,Cancelled,Web,Delivery,,1.11,0.86,PayPal,693,00:00-06:00
10111,David,Davis,david.davis@example.com,(585)239-8680x002,Lindahaven,3003.0,81687,2024-03-21 11:27:00,Preparing,Mobile App,Pickup,2.0,0.0,0.79,Card,322,06:00-12:00
10112,Stephen,Obrien,stephen.obrien@example.com,259.526.9495x88879,Thomastown,,81589,2024-03-15 02:29:00,Placed,Web,Delivery,,3.49,1.72,Card,338,00:00-06:00
10112,Stephen,Obrien,stephen.obrien@example.com,259.526.9495x88879,Thomastown,,81668,2024-03-19 10:28:00,Completed,Web,Pickup,3.0,0.0,1.43,Card,289,06:00-12:00
10112,Stephen,Obrien,stephen.obrien@example.com,259.526.9495x88879,Thomastown,,81790,2024-03-02 15:59:00,Completed,Web,Pickup,1.0,0.0,1.84,PayPal,636,12:00-18:00
10112,Stephen,Obrien,stephen.obrien@example.com,259.526.9495x88879,Thomastown,,81888,2024-03-25 19:29:00,Completed,Mobile App,Pickup,1.0,0.0,0.53,Card,567,18:00-24:00
10113,Micheal,Nunez,micheal.nunez@example.com,(940)974-9930x97289,Hernandezbury,3001.0,80250,2024-03-18 19:04:00,Completed,Web,Delivery,,1.89,1.77,Mobile Wallet,448,18:00-24:00
10113,Micheal,Nunez,micheal.nunez@example.com,(940)974-9930x97289,Hernandezbury,3001.0,80508,2024-03-10 05:20:00,Cancelled,Mobile App,Delivery,,3.43,1.96,Mobile Wallet,775,00:00-06:00
10113,Micheal,Nunez,micheal.nunez@example.com,(940)974-9930x97289,Hernandezbury,3001.0,80527,2024-03-30 00:51:00,Preparing,Web,Pickup,2.0,0.0,0.17,Mobile Wallet,956,00:00-06:00
10113,Micheal,Nunez,micheal.nunez@example.com,(940)974-9930x97289,Hernandezbury,3001.0,81052,2024-03-06 18:15:00,Completed,Mobile App,Delivery,,2.44,1.91,PayPal,535,18:00-24:00
10113,Micheal,Nunez,micheal.nunez@example.com,(940)974-9930x97289,Hernandezbury,3001.0,81220,2024-03-15 00:58:00,Cancelled,Mobile App,Pickup,1.0,0.0,0.44,Card,866,00:00-06:00
10114,Anthony,Vaughan,anthony.vaughan@example.com,307-562-6368,Salaston,3005.0,81736,2024-03-19 01:36:00,Placed,Mobile App,Pickup,2.0,0.0,0.1,Card,792,00:00-06:00
10115,Janice,Stone,janice.stone@example.com,-9087,Ericaview,3003.0,80567,2024-03-01 02:40:00,Preparing,Mobile App,Delivery,,1.9,1.28,Mobile Wallet,804,00:00-06:00
10115,Janice,Stone,janice.stone@example.com,-9087,Ericaview,3003.0,80974,2024-03-13 19:48:00,Completed,Web,Delivery,,2.85,0.24,Card,711,18:00-24:00
10115,Janice,Stone,janice.stone@example.com,-9087,Ericaview,3003.0,81349,2024-03-13 15:59:00,Placed,Web,Delivery,,2.07,0.92,Mobile Wallet,397,12:00-18:00
10116,Chelsea,Lee,chelsea.lee@example.com,484.344.3757,Annview,3002.0,80802,2024-03-19 08:35:00,Completed,Mobile App,Pickup,,0.0,1.17,Mobile Wallet,368,06:00-12:00
10116,Chelsea,Lee,chelsea.lee@example.com,484.344.3757,Annview,3002.0,81150,2024-03-22 17:39:00,Completed,Web,Pickup,,0.0,0.04,Card,520,12:00-18:00
10116,Chelsea,Lee,chelsea.lee@example.com,484.344.3757,Annview,3002.0,81422,2024-03-25 14:43:00,Cancelled,Web,Delivery,,1.84,1.92,PayPal,45,12:00-18:00
10116,Chelsea,Lee,chelsea.lee@example.com,484.344.3757,Annview,3002.0,81611,2024-03-09 13:42:00,Placed,Web,Pickup,2.0,0.0,0.99,Card,296,12:00-18:00
10116,Chelsea,Lee,chelsea.lee@example.com,484.344.3757,Annview,3002.0,81704,2024-03-20 17:54:00,Cancelled,Mobile App,Delivery,,1.98,1.02,PayPal,657,12:00-18:00
10117,Keith,Berry,keith.berry@example.com,-5061,Julieborough,3005.0,80151,2024-03-18 14:49:00,Cancelled,Mobile App,Delivery,,2.72,0.47,PayPal,27,12:00-18:00
10117,Keith,Berry,keith.berry@example.com,-5061,Julieborough,3005.0,80549,2024-03-14 02:43:00,Placed,Web,Pickup,3.0,0.0,0.71,PayPal,944,00:00-06:00
10117,Keith,Berry,keith.berry@example.com,-5061,Julieborough,3005.0,81467,2024-03-16 11:03:00,Cancelled,Web,Pickup,1.0,0.0,1.05,Card,205,06:00-12:00
10117,Keith,Berry,keith.berry@example.com,-5061,Julieborough,3005.0,81579,2024-03-03 13:43:00,Placed,Web,Delivery,,2.93,1.39,PayPal,70,12:00-18:00
10117,Keith,Berry,keith.berry@example.com,-5061,Julieborough,3005.0,81988,2024-03-06 18:09:00,Completed,Web,Delivery,,2.03,0.52,Card,478,18:00-24:00
10118,James,Ryan,james.ryan@example.com,-4496,North Craig,3004.0,80304,2024-03-12 08:44:00,Completed,Web,Delivery,,3.34,0.24,Card,980,06:00-12:00
