loyalty_member_id,enrolment_date,first_name,last_name,email,date_of_birth,gender,primary_store_id,consent_marketing,points_txn_id,source_system,source_reference,activity_type,points,activity_datetime
3047,22/01/2023,Grace,Patel,grace.patel1233@gmail.com,16/05/1973,M,2,True,71517,ONLINE,84289,Redeem,-28,06/01/2024 05:42
3047,22/01/2023,Grace,Patel,grace.patel1233@gmail.com,16/05/1973,M,2,True,71862,POS,83041,Adjust,-13,23/03/2024 00:58
3047,22/01/2023,Grace,Patel,grace.patel1233@gmail.com,16/05/1973,M,2,True,71973,ONLINE,90752,Adjust,-3,20/01/2024 18:53
3048,16/01/2022,Mia,Lopez,mia.lopez@gmail.com,28/08/1987,M,2,True,70055,POS,86615,Earn,43,13/01/2024 08:55
3048,16/01/2022,Mia,Lopez,mia.lopez@gmail.com,28/08/1987,M,2,True,70342,ONLINE,93062,Redeem,-98,31/03/2024 13:42
3048,16/01/2022,Mia,Lopez,mia.lopez@gmail.com,28/08/1987,M,2,True,70433,POS,82875,Earn,26,23/02/2024 16:58
3048,16/01/2022,Mia,Lopez,mia.lopez@gmail.com,28/08/1987,M,2,True,71045,POS,85254,Earn,44,07/03/2024 06:40
3048,16/01/2022,Mia,Lopez,mia.lopez@gmail.com,28/08/1987,M,2,True,71151,ONLINE,80601,Earn,8,28/04/2024 22:12
3048,16/01/2022,Mia,Lopez,mia.lopez@gmail.com,28/08/1987,M,2,True,71566,ONLINE,94280,Earn,16,15/01/2024 05:45
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,70045,ONLINE,83006,Adjust,8,26/01/2024 12:27
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,70186,POS,84526,Adjust,12,25/01/2024 20:24
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,70191,ONLINE,83826,Adjust,-5,14/04/2024 02:13
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,70215,POS,90293,Adjust,-4,30/04/2024 00:00
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,70461,ONLINE,90074,Adjust,-13,06/01/2024 20:45
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,70676,POS,88035,Redeem,-79,26/02/2024 06:16
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,70776,POS,83675,Earn,30,04/01/2024 11:33
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,70823,ONLINE,80761,Adjust,1,20/01/2024 14:50
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,71119,POS,92491,Earn,13,03/02/2024 15:10
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,71226,ONLINE,82527,Adjust,4,06/03/2024 14:07
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,71285,POS,90332,Redeem,-99,12/03/2024 00:23
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,71287,POS,91792,Earn,7,05/02/2024 03:38
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,71532,POS,80587,Earn,8,11/02/2024 20:16
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,71721,ONLINE,93959,Adjust,10,26/03/2024 02:06
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,71737,ONLINE,85209,Earn,39,09/03/2024 20:21
3049,15/12/2024,Liam,Smith,liam.smith@outlook.com,25/03/2010,Prefer not to say,3,True,71854,ONLINE,91335,Redeem,-31,18/03/2024 17:01
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,70011,POS,92665,Adjust,-16,09/01/2024 08:12
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,70147,POS,84952,Redeem,-39,06/03/2024 16:42
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,70716,POS,91192,Earn,7,18/03/2024 01:45
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,70734,POS,87478,Earn,8,15/02/2024 10:02
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,70761,ONLINE,86768,Adjust,-13,10/03/2024 11:32
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,70885,ONLINE,90098,Redeem,-72,23/03/2024 00:54
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,71189,ONLINE,92661,Redeem,-45,06/04/2024 21:32
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,71400,POS,88908,Adjust,-9,18/01/2024 04:54
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,71586,POS,88317,Redeem,-54,20/03/2024 18:08
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,71683,POS,92425,Redeem,-11,10/02/2024 07:50
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,71697,POS,92082,Redeem,-20,14/04/2024 02:19
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,71712,POS,89713,Earn,11,03/01/2024 05:41
3050,20/02/2020,Liam,Green,liam.green@yahoo.com,27/12/1996,F,3,False,71713,ONLINE,85822,Adjust,-12,26/04/2024 00:41
3051,31/05/2024,Mia,Brown,mia.brown@outlook.com,13/04/1974,M,2,True,70096,POS,87784,Earn,6,09/01/2024 09:54
3051,31/05/2024,Mia,Brown,mia.brown@outlook.com,13/04/1974,M,2,True,70371,POS,90240,Adjust,15,19/02/2024 23:05
3051,31/05/2024,Mia,Brown,mia.brown@outlook.com,13/04/1974,M,2,True,70822,POS,87488,Earn,12,12/03/2024 12:35
3051,31/05/2024,Mia,Brown,mia.brown@outlook.com,13/04/1974,M,2,True,71104,POS,80651,Adjust,9,12/04/2024 01:40
3051,31/05/2024,Mia,Brown,mia.brown@outlook.com,13/04/1974,M,2,True,71319,POS,85343,Adjust,0,11/02/2024 21:09
3051,31/05/2024,Mia,Brown,mia.brown@outlook.com,13/04/1974,M,2,True,71687,ONLINE,89324,Adjust,5,21/01/2024 04:43
3051,31/05/2024,Mia,Brown,mia.brown@outlook.com,13/04/1974,M,2,True,71720,POS,85595,Earn,45,06/02/2024 15:19
3051,31/05/2024,Mia,Brown,mia.brown@outlook.com,13/04/1974,M,2,True,71730,ONLINE,91777,Redeem,-32,09/02/2024 20:35
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,70079,POS,83652,Redeem,-54,25/02/2024 13:23
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,70314,POS,90505,Adjust,-12,15/02/2024 12:16
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,70337,ONLINE,85080,Earn,17,08/01/2024 15:05
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,70964,POS,83755,Earn,20,18/02/2024 07:34
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,70965,POS,92762,Earn,44,05/03/2024 19:30
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,71168,POS,85042,Adjust,-2,16/02/2024 07:34
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,71284,ONLINE,90825,Earn,40,08/01/2024 03:50
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,71298,ONLINE,81979,Redeem,-53,14/03/2024 04:24
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,71417,POS,81487,Earn,47,04/03/2024 23:52
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,71591,POS,93000,Earn,43,30/03/2024 14:23
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,71782,POS,93509,Earn,14,22/03/2024 03:25
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,71835,ONLINE,86524,Redeem,-71,15/01/2024 13:35
3052,17/12/2021,Ava,Brown,ava.brown@yahoo.com,18/04/2001,Other,1,True,71863,ONLINE,94782,Earn,16,04/02/2024 22:21
3053,24/07/2021,Sarah,Khan,sarah.khan@example.com,13/06/1989,M,2,False,70058,ONLINE,86484,Adjust,0,13/02/2024 10:50
3053,24/07/2021,Sarah,Khan,sarah.khan@example.com,13/06/1989,M,2,False,70475,ONLINE,93879,Redeem,-92,15/01/2024 09:27
3053,24/07/2021,Sarah,Khan,sarah.khan@example.com,13/06/1989,M,2,False,71354,ONLINE,86824,Adjust,20,05/01/2024 03:08
3053,24/07/2021,Sarah,Khan,sarah.khan@example.com,13/06/1989,M,2,False,71516,POS,86853,Adjust,-7,21/02/2024 12:18
3053,24/07/2021,Sarah,Khan,sarah.khan@example.com,13/06/1989,M,2,False,71536,ONLINE,89228,Redeem,-33,31/01/2024 15:17
3053,24/07/2021,Sarah,Khan,sarah.khan@example.com,13/06/1989,M,2,False,71771,ONLINE,83085,Redeem,-18,07/04/2024 07:13
3053,24/07/2021,Sarah,Khan,sarah.khan@example.com,13/06/1989,M,2,False,71780,POS,89891,Redeem,-65,27/03/2024 10:20
3053,24/07/2021,Sarah,Khan,sarah.khan@example.com,13/06/1989,M,2,False,71824,ONLINE,92111,Adjust,-18,13/02/2024 08:07
3053,24/07/2021,Sarah,Khan,sarah.khan@example.com,13/06/1989,M,2,False,71937,POS,91705,Earn,45,19/02/2024 01:01
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,70014,POS,89980,Adjust,-3,27/04/2024 23:18
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,70479,POS,83113,Redeem,-48,03/01/2024 18:59
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,70878,ONLINE,94837,Adjust,2,08/02/2024 13:05
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,71096,POS,88952,Adjust,14,08/02/2024 13:41
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,71159,POS,81790,Adjust,-7,21/04/2024 10:06
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,71166,POS,85468,Adjust,6,16/03/2024 08:58
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,71315,ONLINE,80709,Redeem,-42,01/03/2024 20:33
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,71384,ONLINE,81083,Redeem,-70,05/04/2024 15:04
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,71412,POS,81273,Earn,10,18/03/2024 08:00
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,71548,ONLINE,90603,Earn,29,14/03/2024 06:05
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,71734,ONLINE,93262,Redeem,-68,13/02/2024 17:13
3054,24/08/2020,Ethan,Baker,ethan.baker@outlook.com,23/06/1962,Other,1,False,71810,POS,83807,Adjust,5,18/03/2024 21:26
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,70049,ONLINE,80035,Redeem,-17,30/01/2024 23:18
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,70662,ONLINE,94474,Earn,22,20/02/2024 22:42
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,70855,ONLINE,84809,Adjust,1,01/03/2024 06:27
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,70940,POS,82633,Adjust,5,02/03/2024 14:39
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,71300,ONLINE,81035,Earn,42,01/02/2024 13:48
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,71424,POS,92474,Adjust,-6,15/03/2024 04:44
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,71634,POS,89159,Redeem,-70,06/01/2024 22:27
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,71811,POS,80245,Earn,27,28/02/2024 20:48
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,71869,ONLINE,87961,Adjust,-20,09/03/2024 09:18
3055,01/02/2024,James,Smith,james.smith@example.com,05/01/1991,Other,2,True,71883,POS,87125,Earn,47,17/01/2024 06:44
3056,31/03/2020,Isabella,Scott,isabella.scott@yahoo.com,07/11/1982,Prefer not to say,1,True,70052,POS,92254,Earn,42,08/04/2024 16:53
3056,31/03/2020,Isabella,Scott,isabella.scott@yahoo.com,07/11/1982,Prefer not to say,1,True,70465,ONLINE,83836,Earn,13,01/04/2024 17:33
3056,31/03/2020,Isabella,Scott,isabella.scott@yahoo.com,07/11/1982,Prefer not to say,1,True,70856,POS,81879,Adjust,13,27/03/2024 10:40
3056,31/03/2020,Isabella,Scott,isabella.scott@yahoo.com,07/11/1982,Prefer not to say,1,True,71021,ONLINE,86084,Redeem,-63,26/02/2024 17:17
3056,31/03/2020,Isabella,Scott,isabella.scott@yahoo.com,07/11/1982,Prefer not to say,1,True,71329,ONLINE,80237,Adjust,10,25/03/2024 05:50
3056,31/03/2020,Isabella,Scott,isabella.scott@yahoo.com,07/11/1982,Prefer not to say,1,True,71405,POS,93027,Earn,37,10/02/2024 06:03
3056,31/03/2020,Isabella,Scott,isabella.scott@yahoo.com,07/11/1982,Prefer not to say,1,True,71899,POS,93274,Redeem,-47,09/03/2024 13:51
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,70038,POS,83750,Earn,9,24/04/2024 21:19
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,70113,POS,86371,Redeem,-65,29/03/2024 09:48
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,70141,ONLINE,90878,Redeem,-98,14/02/2024 07:00
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,70543,POS,87303,Adjust,13,11/04/2024 13:54
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,70853,POS,86814,Earn,38,13/01/2024 09:52
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,70969,ONLINE,87836,Adjust,-12,10/01/2024 20:34
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,71053,POS,90743,Adjust,-16,03/01/2024 09:10
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,71321,ONLINE,80890,Earn,35,16/04/2024 12:18
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,71374,ONLINE,80901,Redeem,-55,17/01/2024 20:03
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,71587,ONLINE,82148,Adjust,1,19/04/2024 14:36
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,71724,POS,87643,Earn,45,10/02/2024 14:24
3057,07/11/2021,Lucas,Turner,lucas.turner@gmail.com,04/08/2019,Other,3,True,71747,ONLINE,83581,Earn,33,12/02/2024 16:02
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,70120,POS,92357,Adjust,-16,28/04/2024 15:33
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,70370,POS,84105,Redeem,-76,21/02/2024 17:01
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,70458,ONLINE,91034,Earn,6,24/02/2024 07:34
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,70741,ONLINE,88409,Adjust,-7,18/02/2024 23:38
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,70845,POS,92716,Adjust,3,17/04/2024 02:41
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,70908,ONLINE,87976,Adjust,5,05/03/2024 05:50
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,71232,POS,89468,Earn,32,20/04/2024 01:25
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,71514,ONLINE,84717,Adjust,-7,04/02/2024 16:30
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,71596,ONLINE,92605,Redeem,-43,02/03/2024 22:53
3058,16/04/2022,Oliver,Wright,oliver.wright@outlook.com,30/10/2019,Other,2,False,71698,POS,83225,Adjust,7,14/01/2024 13:14
3059,23/09/2023,Grace,Lopez,grace.lopez@yahoo.com,20/09/1997,Prefer not to say,3,True,70460,POS,84516,Earn,34,04/03/2024 00:23
3059,23/09/2023,Grace,Lopez,grace.lopez@yahoo.com,20/09/1997,Prefer not to say,3,True,70912,ONLINE,91062,Redeem,-52,21/01/2024 15:11
3059,23/09/2023,Grace,Lopez,grace.lopez@yahoo.com,20/09/1997,Prefer not to say,3,True,71000,POS,82150,Earn,23,21/03/2024 16:11
3059,23/09/2023,Grace,Lopez,grace.lopez@yahoo.com,20/09/1997,Prefer not to say,3,True,71320,POS,86152,Earn,20,16/03/2024 02:39
3059,23/09/2023,Grace,Lopez,grace.lopez@yahoo.com,20/09/1997,Prefer not to say,3,True,71691,POS,91353,Adjust,-3,04/02/2024 22:12
3060,27/01/2023,Chloe,Scott,chloe.scott@outlook.com,06/06/1996,M,2,False,70162,POS,86965,Redeem,-90,17/04/2024 08:49
3060,27/01/2023,Chloe,Scott,chloe.scott@outlook.com,06/06/1996,M,2,False,70238,POS,84542,Redeem,-28,18/04/2024 11:53
3060,27/01/2023,Chloe,Scott,chloe.scott@outlook.com,06/06/1996,M,2,False,70552,POS,90493,Redeem,-90,03/02/2024 13:52
3060,27/01/2023,Chloe,Scott,chloe.scott@outlook.com,06/06/1996,M,2,False,70792,ONLINE,80820,Redeem,-47,18/02/2024 01:58
3060,27/01/2023,Chloe,Scott,chloe.scott@outlook.com,06/06/1996,M,2,False,71121,ONLINE,81302,Earn,48,05/01/2024 17:57
3060,27/01/2023,Chloe,Scott,chloe.scott@outlook.com,06/06/1996,M,2,False,71435,ONLINE,92391,Redeem,-73,20/02/2024 16:51
3060,27/01/2023,Chloe,Scott,chloe.scott@outlook.com,06/06/1996,M,2,False,71645,POS,90984,Redeem,-53,08/04/2024 11:38
3060,27/01/2023,Chloe,Scott,chloe.scott@outlook.com,06/06/1996,M,2,False,71889,ONLINE,81436,Earn,21,22/01/2024 01:27
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,70233,ONLINE,80992,Redeem,-22,07/03/2024 20:54
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,70241,POS,84347,Adjust,0,03/01/2024 20:56
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,70351,ONLINE,89293,Adjust,3,06/03/2024 22:15
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,70575,ONLINE,82719,Earn,42,04/03/2024 19:55
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,70641,POS,91659,Redeem,-72,11/01/2024 21:41
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,70702,ONLINE,82516,Earn,8,12/03/2024 12:36
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,70713,ONLINE,94791,Redeem,-48,15/01/2024 08:57
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,70811,ONLINE,81442,Earn,34,21/03/2024 20:41
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,71031,POS,82742,Adjust,7,29/02/2024 01:49
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,71318,ONLINE,86865,Adjust,8,17/04/2024 21:34
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,71495,ONLINE,84186,Redeem,-59,02/01/2024 10:22
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,71518,ONLINE,89550,Adjust,8,15/02/2024 04:55
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,71719,ONLINE,85633,Adjust,15,10/01/2024 22:34
3061,23/06/2022,Aisha,Turner,aisha.turner@outlook.com,18/09/2001,Prefer not to say,3,True,71867,POS,81000,Redeem,-72,19/01/2024 08:26
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,70106,ONLINE,83841,Redeem,-66,15/01/2024 02:31
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,70325,ONLINE,81029,Redeem,-91,23/04/2024 09:06
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,70481,ONLINE,87639,Adjust,0,21/02/2024 12:42
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,70509,ONLINE,86288,Adjust,4,08/04/2024 09:45
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,70561,ONLINE,91361,Redeem,-24,03/02/2024 07:44
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,70672,POS,89432,Redeem,-78,11/01/2024 04:16
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,70899,POS,87310,Adjust,-10,03/04/2024 14:17
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,71111,ONLINE,94905,Adjust,-11,18/03/2024 15:15
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,71334,ONLINE,83571,Earn,40,03/01/2024 06:16
3062,22/06/2020,Ethan,King,ethan.king@yahoo.com,09/02/2019,Other,3,False,71806,ONLINE,80457,Earn,10,03/01/2024 22:04
3063,09/07/2024,Elena,Brown,elena.brown@outlook.com,26/02/1980,F,1,True,70134,POS,92295,Earn,22,23/03/2024 01:35
3063,09/07/2024,Elena,Brown,elena.brown@outlook.com,26/02/1980,F,1,True,70204,POS,82785,Adjust,6,13/04/2024 00:34
3063,09/07/2024,Elena,Brown,elena.brown@outlook.com,26/02/1980,F,1,True,70378,ONLINE,81195,Adjust,5,24/02/2024 03:30
3063,09/07/2024,Elena,Brown,elena.brown@outlook.com,26/02/1980,F,1,True,70532,ONLINE,85980,Redeem,-58,21/02/2024 00:39
3063,09/07/2024,Elena,Brown,elena.brown@outlook.com,26/02/1980,F,1,True,71675,POS,87533,Adjust,0,03/03/2024 04:36
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,70101,ONLINE,90937,Earn,34,25/01/2024 06:34
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,70105,ONLINE,90268,Adjust,-3,04/04/2024 21:35
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,70413,POS,84876,Redeem,-81,24/02/2024 08:09
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,70526,POS,87501,Adjust,20,31/03/2024 06:11
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,71105,ONLINE,86445,Adjust,-1,01/03/2024 17:23
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,71128,ONLINE,91799,Redeem,-61,08/01/2024 14:44
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,71505,ONLINE,92986,Adjust,-12,18/04/2024 03:17
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,71787,ONLINE,86302,Earn,44,19/03/2024 15:46
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,71834,ONLINE,90413,Redeem,-46,14/04/2024 22:25
3064,06/10/2024,James,Brown,james.brown@example.com,03/11/2014,M,2,False,71940,POS,91206,Earn,22,23/01/2024 16:28
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,70025,ONLINE,92592,Adjust,-20,21/01/2024 20:29
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,70176,POS,90775,Redeem,-24,14/03/2024 13:52
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,70839,POS,92346,Earn,8,23/02/2024 17:29
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,70982,ONLINE,81621,Adjust,16,09/01/2024 16:26
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,70996,POS,86505,Adjust,-15,08/02/2024 08:00
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,71438,POS,80486,Redeem,-73,12/02/2024 00:28
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,71470,POS,94432,Adjust,12,23/03/2024 12:11
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,71524,ONLINE,86466,Adjust,19,10/03/2024 08:20
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,71701,POS,85583,Earn,11,27/03/2024 05:05
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,71796,ONLINE,90982,Earn,50,25/01/2024 20:17
3065,29/03/2022,Leo,Khan,leo.khan@example.com,08/05/2004,F,1,True,71998,ONLINE,81827,Redeem,-56,01/03/2024 20:30
3066,04/07/2024,Daniel,Turner,daniel.turner@yahoo.com,12/10/1975,Prefer not to say,1,True,70207,ONLINE,91101,Adjust,-20,25/03/2024 16:43
3066,04/07/2024,Daniel,Turner,daniel.turner@yahoo.com,12/10/1975,Prefer not to say,1,True,70692,ONLINE,87179,Earn,5,09/01/2024 18:21
3066,04/07/2024,Daniel,Turner,daniel.turner@yahoo.com,12/10/1975,Prefer not to say,1,True,71547,POS,80336,Earn,20,13/03/2024 14:53
3066,04/07/2024,Daniel,Turner,daniel.turner@yahoo.com,12/10/1975,Prefer not to say,1,True,71656,ONLINE,91118,Earn,14,25/02/2024 20:24
3066,04/07/2024,Daniel,Turner,daniel.turner@yahoo.com,12/10/1975,Prefer not to say,1,True,71935,POS,86554,Redeem,-58,28/04/2024 06:53
3067,29/09/2023,Daniel,Evans,daniel.evans@yahoo.com,07/09/2001,Other,2,False,70117,ONLINE,85355,Redeem,-51,08/02/2024 12:45
